csvname,anomaly_timestamp,Z_value_1,Z_value_2,Z_value_3,Z_value_4,Z_value_5,Z_value_6,Z_value_7,Z_value_8,Z_value_9,Z_value_10,Z_value_11,Z_value_12,Z_value_13,Z_value_14,Z_value_15,Z_value_16,Z_value_17,Z_value_18,Z_value_19,Z_value_20,Z_value_21,Z_value_22,Z_value_23,Z_value_24,Z_value_25,Z_value_26,Z_value_27,Z_value_28,Z_value_29,Z_value_30
e65657183cb0767054e43e834762fcaf,1701056400,333.28125,330.33203125,331.44921875,330.8671875,332.7265625,334.1640625,340.6171875,337.703125,345.0703125,332.015625,314.8125,292.75390625,282.03515625,298.92578125,303.28515625,343.03515625,308.15625,311.85546875,321.671875,325.01171875,300.60546875,309.8125,304.734375,308.69921875,333.6640625,318.8671875,273.05859375,354.7421875,305.25,283.2421875
e65657183cb0767054e43e834762fcaf,1701057000,333.28125,330.33203125,331.44921875,330.8671875,332.7265625,334.1640625,340.6171875,337.703125,345.0703125,332.015625,314.8125,292.75390625,282.03515625,298.92578125,303.28515625,333.6640625,308.15625,311.85546875,321.671875,325.01171875,343.03515625,300.60546875,309.8125,304.734375,308.69921875,318.8671875,273.05859375,354.7421875,305.25,283.2421875
e65657183cb0767054e43e834762fcaf,1701057360,333.28125,330.33203125,331.44921875,330.8671875,332.7265625,334.1640625,340.6171875,337.703125,345.0703125,332.015625,314.8125,292.75390625,282.03515625,298.92578125,303.28515625,354.7421875,308.15625,311.85546875,321.671875,325.01171875,343.03515625,300.60546875,309.8125,304.734375,308.69921875,333.6640625,318.8671875,273.05859375,305.25,283.2421875
a12a3588ce6e1070ca3dd19d3b8acf4c,1701055320,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701055440,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701055560,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701055680,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701055800,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701055920,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701056040,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701056520,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701056640,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701056760,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701056880,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701057000,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701057120,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701057360,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701057480,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701057600,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701055080,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701055200,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701055320,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701055440,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701055560,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701055680,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701055800,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701055920,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701056040,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701056160,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701056400,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701056520,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701056640,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701056760,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701056880,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701057000,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701057120,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701057240,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701057360,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701057480,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
62920d13ca9ff31950a65b98312bcfe0,1701057600,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
e937d159618b42e3d8ca2cad01913f7e,1701054240,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
e937d159618b42e3d8ca2cad01913f7e,1701054960,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
10dca4ef6b662d975315d2928b43b99b,1701054000,160.4940435900062,86.00697512333379,174.48741069000485,174.49040195666993,93.01383421893767,186.5117307966769,163.60552321668365,173.46297432333813,132.62189233668323,159.92410895999151,41.78723976333762,52.90582499001175,33.867884623323334,238.5215483333256,153.486255993339,169.52938310333897,137.5099920666738,125.99226793667184,233.4741233766787,156.50282714666295,190.6661304233421,73.4508205433182,166.527235583344,91.95147171999754,96.85721720668272,174.5190194799943,108.0209332699936,139.68522886333326,114.82206486667566,42.26452352998118
10dca4ef6b662d975315d2928b43b99b,1701054120,169.52938310333897,86.00697512333379,174.48741069000485,174.49040195666993,93.01383421893767,186.5117307966769,163.60552321668365,173.46297432333813,132.62189233668323,159.92410895999151,41.78723976333762,52.90582499001175,33.867884623323334,238.5215483333256,153.486255993339,160.4940435900062,137.5099920666738,125.99226793667184,233.4741233766787,156.50282714666295,190.6661304233421,73.4508205433182,166.527235583344,91.95147171999754,96.85721720668272,174.5190194799943,108.0209332699936,139.68522886333326,114.82206486667566,42.26452352998118
