csvname,anomaly_timestamp,Z_value_1,Z_value_2,Z_value_3,Z_value_4,Z_value_5,Z_value_6,Z_value_7,Z_value_8,Z_value_9,Z_value_10,Z_value_11,Z_value_12,Z_value_13,Z_value_14,Z_value_15,Z_value_16,Z_value_17,Z_value_18,Z_value_19,Z_value_20,Z_value_21,Z_value_22,Z_value_23,Z_value_24,Z_value_25,Z_value_26,Z_value_27,Z_value_28,Z_value_29,Z_value_30
dd0fddac87c8514671b2a73a455e6ca6,1701166440,5043075.733333333,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,4578901.866666666,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,9703498.133333333,16890570.933333334,12002462.933333334,9566009.333333334,9350545.866666667,12940532.266666668,5714324.0,10439560.8,9669682.666666666,10205809.6
dd0fddac87c8514671b2a73a455e6ca6,1701168000,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,4578901.866666666,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,9703498.133333333,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,16890570.933333334,12002462.933333334,9566009.333333334,9350545.866666667,12940532.266666668,5714324.0,10439560.8,9669682.666666666,10205809.6,6935452.0
dd0fddac87c8514671b2a73a455e6ca6,1701168240,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,4578901.866666666,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,12002462.933333334,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,9703498.133333333,16890570.933333334,9566009.333333334,9350545.866666667,12940532.266666668,5714324.0,10439560.8,9669682.666666666,10205809.6,6935452.0
dd0fddac87c8514671b2a73a455e6ca6,1701168360,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,4578901.866666666,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,9566009.333333334,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,9703498.133333333,16890570.933333334,12002462.933333334,9350545.866666667,12940532.266666668,5714324.0,10439560.8,9669682.666666666,10205809.6,6935452.0
dd0fddac87c8514671b2a73a455e6ca6,1701168480,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,4578901.866666666,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,9350545.866666667,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,9703498.133333333,16890570.933333334,12002462.933333334,9566009.333333334,12940532.266666668,5714324.0,10439560.8,9669682.666666666,10205809.6,6935452.0
dd0fddac87c8514671b2a73a455e6ca6,1701168720,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,4578901.866666666,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,5714324.0,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,9703498.133333333,16890570.933333334,12002462.933333334,9566009.333333334,9350545.866666667,12940532.266666668,10439560.8,9669682.666666666,10205809.6,6935452.0
dd0fddac87c8514671b2a73a455e6ca6,1701168840,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,4578901.866666666,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,10439560.8,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,9703498.133333333,16890570.933333334,12002462.933333334,9566009.333333334,9350545.866666667,12940532.266666668,5714324.0,9669682.666666666,10205809.6,6935452.0
dd0fddac87c8514671b2a73a455e6ca6,1701168960,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,4578901.866666666,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,9669682.666666666,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,9703498.133333333,16890570.933333334,12002462.933333334,9566009.333333334,9350545.866666667,12940532.266666668,5714324.0,10439560.8,10205809.6,6935452.0
dd0fddac87c8514671b2a73a455e6ca6,1701169080,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,4578901.866666666,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,10205809.6,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,9703498.133333333,16890570.933333334,12002462.933333334,9566009.333333334,9350545.866666667,12940532.266666668,5714324.0,10439560.8,9669682.666666666,6935452.0
dd0fddac87c8514671b2a73a455e6ca6,1701169200,8685932.266666668,8459549.866666667,10340430.133333333,7379640.0,8428928.8,10655128.0,4578901.866666666,9482845.866666667,10504548.266666668,9857904.533333331,10182051.466666669,8375411.2,9347201.333333334,8069952.0,8901569.333333334,6935452.0,8678227.733333332,9197483.733333332,12151034.666666666,12572537.6,9703498.133333333,16890570.933333334,12002462.933333334,9566009.333333334,9350545.866666667,12940532.266666668,5714324.0,10439560.8,9669682.666666666,10205809.6
