['2022-04-21 <*> '1 --- <*> i.j.internal.reporters.LoggingReporter : Span reported: <*> - <*>,['2022-04-21 <*> '1 --- <*> <*> : <*> <*> <*>,['2022-04-21 <*> '1 --- <*> travel.service.TravelServiceImpl : [Travel Service][Get Route By Id] Route <*>,['2022-04-21 <*> '1 --- <*> <*> : <*> <*>,['2022-04-21 <*> '1 --- <*> preserve.service.PreserveServiceImpl : [Preserve <*> <*> <*> <*> <*> <*>,"['2022-04-21 <*> '1 --- <*> travel.service.TravelServiceImpl : Routes Response is : Response(status=1, msg=Success, <*> <*> <*> distances=[0, <*> <*> <*>","['2022-04-21 <*> '1 --- <*> travel.service.TravelServiceImpl : Route is: <*> <*> <*> distances=[0, <*> <*> <*>",['2022-04-21 <*> '1 --- <*> f.microservice.service.BasicServiceImpl : [Basic Information Service][Query For Station Id] Station Id: <*> <*>,"['2022-04-21 <*> '1 --- <*> <*> : <*> <*> <*> <*> Account Id: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f"",']",['2022-04-21 <*> '1 --- <*> <*> : <*> Other <*> <*> <*>,['2022-04-21 <*> '1 --- <*> preserve.service.PreserveServiceImpl : [Preserve Service] [Step <*> <*> <*>,"['2022-04-21 <*> '1 --- <*> security.service.SecurityServiceImpl : [Security Service][Get <*> <*> Info]"",']","['2022-04-21 <*> '1 --- <*> travel.service.TravelServiceImpl : Query for Station id is: Response(status=1, msg=Success, <*>","['2022-04-21 <*> '1 --- <*> auth.service.impl.TokenServiceImpl : LOGIN USER :fdse_microservice __ 111111 __ AAAA"",']","['2022-04-21 <*> '1 --- <*> a.controller.AssuranceController : [Assurances Service][Get Assurance Type]"",']","['2022-04-21 <*> '1 --- <*> contacts.service.ContactsServiceImpl : [Contacts-Query-Service][Query-Contacts] Result Size: 2"",']","['2022-04-21 <*> '1 --- <*> contacts.controller.ContactsController : [ContactsService][Contacts Id Print] 4e3d66de-7858-4683-aec8-6c6acebe8355"",']","['2022-04-21 <*> '1 --- <*> contacts.service.ContactsServiceImpl : FIND CONTACTS BY ID: 4e3d66de-7858-4683-aec8-6c6acebe8355"",']","['2022-04-21 <*> '1 --- <*> order.controller.OrderController : [Order Other Service][Security Info Get] 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f"",']","['2022-04-21 <*> '1 --- <*> order.controller.OrderController : [Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f"",']","['2022-04-21 <*> '1 --- <*> order.service.OrderServiceImpl : [Order Service][Query Order][Step 1] Get Orders Number of Account: 6"",']","['2022-04-21 <*> '1 --- <*> order.service.OrderServiceImpl : [Order Service][Query Order] Get order num: 6"",']","['2022-04-21 <*> '1 --- <*> order.service.OrderServiceImpl : Name List is: Response(status=1, msg=Success, data=[Nan Jing, Shang Hai Hong Qiao, Shang Hai, Bei Jing, Shang Hai, Bei Jing, Shang Hai, Su Zhou, Shang Hai, Su Zhou, Shang Hai, Su Zhou])"",']","['2022-04-21 <*> '1 --- <*> preserve.controller.PreserveController : [Preserve Service][Preserve] Account order from Shang Hai -----> Su Zhou at Thu Apr 08 08:00:00 CST 2021"",']","['2022-04-21 <*> '1 --- <*> preserve.service.PreserveServiceImpl : [Preserve Service][Get Contacts] Fail. No contacts according to contacts id"",']","['2022-04-21 <*> '1 --- <*> security.service.SecurityServiceImpl : [Security Service][Get Order Info For Security] Getting...."",']","['2022-04-21 <*> '1 --- <*> security.service.SecurityServiceImpl : [Security Service][Get Order Info For Security] Last One Hour: 0 Total Valid Order: 6"",']","['2022-04-21 <*> '1 --- <*> security.service.SecurityServiceImpl : [Security Service][Get Order Other Info For Security] Getting...."",']","['2022-04-21 <*> '1 --- <*> security.service.SecurityServiceImpl : [Security Service][Get Order Other Info For Security] Last One Hour: 0 Total Valid Order: 0"",']","['2022-04-21 <*> '1 --- <*> security.service.SecurityServiceImpl : [Security Service] Max In One Hour: 2147483647 Max Not Use: 2147483647"",']","['2022-04-21 <*> '1 --- <*> travel.controller.TravelController : [Travel Service] Query TripResponse"",']","['2022-04-21 <*> '1 --- <*> travel.service.TravelServiceImpl : Routes Response is : Response(status=1, msg=Success, data={id=92708982-77af-4318-be25-57ccb0ff69ad, stations=[nanjing, zhenjiang, wuxi, suzhou, shanghai], distances=[0, 100, 150, 200, 250], startStationId=nanjing, terminalStationId=shanghai})"",']","['2022-04-21 <*> '1 --- <*> travel.service.TravelServiceImpl : Route is: Route{id=\'92708982-77af-4318-be25-57ccb0ff69ad\', stations=[nanjing, zhenjiang, wuxi, suzhou, shanghai], distances=[0, 100, 150, 200, 250], startStationId=\'nanjing\', terminalStationId=\'shanghai\'}"",']","['2022-04-21 <*> '1 --- <*> travel.service.TravelServiceImpl : Routes Response is : Response(status=1, msg=Success, data={id=a3f256c1-0e43-4f7d-9c21-121bf258101f, stations=[nanjing, suzhou, shanghai], distances=[0, 200, 250], startStationId=nanjing, terminalStationId=shanghai})"",']","['2022-04-21 <*> '1 --- <*> travel.service.TravelServiceImpl : Route is: Route{id=\'a3f256c1-0e43-4f7d-9c21-121bf258101f\', stations=[nanjing, suzhou, shanghai], distances=[0, 200, 250], startStationId=\'nanjing\', terminalStationId=\'shanghai\'}"",']","['2022-04-21 <*> '1 --- <*> v.service.impl.VerifyCodeServiceImpl : GET Code By cookieId <*> is :AAAA"",']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
