csvname,anomaly_timestamp,Z_value_1,Z_value_2,Z_value_3,Z_value_4,Z_value_5,Z_value_6,Z_value_7,Z_value_8,Z_value_9,Z_value_10,Z_value_11,Z_value_12,Z_value_13,Z_value_14,Z_value_15,Z_value_16,Z_value_17,Z_value_18,Z_value_19,Z_value_20,Z_value_21,Z_value_22,Z_value_23,Z_value_24,Z_value_25,Z_value_26,Z_value_27,Z_value_28,Z_value_29,Z_value_30
e65657183cb0767054e43e834762fcaf,1701212040,262.87109375,276.23046875,262.51953125,262.58984375,278.2109375,261.5234375,272.12890625,263.05078125,262.0390625,276.16796875,263.16796875,262.56640625,272.04296875,264.0390625,264.6640625,285.296875,266.70703125,269.11328125,261.03125,270.171875,271.8828125,283.00390625,268.8984375,263.08984375,274.65625,273.703125,267.7265625,262.28515625,275.35546875,274.25
a12a3588ce6e1070ca3dd19d3b8acf4c,1701209160,2.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701209520,2.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701209640,2.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701209880,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701210120,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701210360,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701210720,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701211080,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701211200,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0
a12a3588ce6e1070ca3dd19d3b8acf4c,1701211680,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0
e937d159618b42e3d8ca2cad01913f7e,1701209400,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0
e937d159618b42e3d8ca2cad01913f7e,1701210960,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0
10dca4ef6b662d975315d2928b43b99b,1701208800,181.519055700046,157.0254406000216,122.51839534340736,138.01729072991293,153.9955638133688,170.52632127325828,164.91391531667128,143.51068777342638,123.52065476666516,137.07609132000167,118.79560285665016,159.01529207566534,147.50257250329014,171.01845226667746,97.01475843661078,182.00396172333663,137.51554404007038,167.5128350100325,152.51224573662816,162.51087722999122,118.52787120335655,165.5212770399521,118.99527094006773,155.56415450332375,113.00630297667036,178.52798620675458,121.51465991007476,150.81526811001822,183.44808797662455,79.33989845992376
10dca4ef6b662d975315d2928b43b99b,1701208920,182.00396172333663,157.0254406000216,122.51839534340736,138.01729072991293,153.9955638133688,170.52632127325828,164.91391531667128,143.51068777342638,123.52065476666516,137.07609132000167,118.79560285665016,159.01529207566534,147.50257250329014,171.01845226667746,97.01475843661078,181.519055700046,137.51554404007038,167.5128350100325,152.51224573662816,162.51087722999122,118.52787120335655,165.5212770399521,118.99527094006773,155.56415450332375,113.00630297667036,178.52798620675458,121.51465991007476,150.81526811001822,183.44808797662455,79.33989845992376
