csvname,anomaly_timestamp,Z_value_1,Z_value_2,Z_value_3,Z_value_4,Z_value_5,Z_value_6,Z_value_7,Z_value_8,Z_value_9,Z_value_10,Z_value_11,Z_value_12,Z_value_13,Z_value_14,Z_value_15,Z_value_16,Z_value_17,Z_value_18,Z_value_19,Z_value_20,Z_value_21,Z_value_22,Z_value_23,Z_value_24,Z_value_25,Z_value_26,Z_value_27,Z_value_28,Z_value_29,Z_value_30,prediction
567de9f6795291ff4663fe13d2ebd03a,2024-03-14 22:36:16,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.09,0.06,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
567de9f6795291ff4663fe13d2ebd03a,2024-03-15 03:44:16,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.11,0.07,0.05,0.03,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
65c03100ef0b8cd587769425c7393ff1,2024-03-14 22:28:16,0.001067236,0.003164524,0.001102456,0.001328718,0.001023866,0.001075546,0.001006007,0.001006366,0.003311813,0.001404768,0.001027363,0.001030963,0.001041437,0.00102747,0.004554259,0.015270819,0.000989571,0.001090738,0.001088174,0.001182002,0.001574724,0.005390277,0.003975994,0.001073102,0.003050506,0.001032317,0.001161737,0.001074837,0.001063184,0.00106509,7
65c03100ef0b8cd587769425c7393ff1,2024-03-15 05:12:16,0.001225217,0.001017676,0.001049805,0.001291492,0.001440241,0.001054822,0.001388384,0.001120748,0.001024705,0.002060863,0.003290831,0.001357701,0.001086627,0.001103588,0.001032892,0.016102314,0.001039751,0.001063937,0.003065136,0.000965759,0.001006147,0.001461807,0.001048847,0.001061506,0.001024955,0.001419681,0.000974449,0.001045251,0.00102637,0.002526881,7
101c8f68e3f169709b658899689f5660,2024-03-15 03:16:16,0.8666666666666667,0.9333333333333332,1.1333333333333333,1.5333333333333334,0.8666666666666667,2.2666666666666666,0.9333333333333332,1.0,1.8666666666666667,1.0666666666666669,0.8666666666666667,2.333333333333333,1.1333333333333333,0.9333333333333332,2.1333333333333333,14.266666666666667,1.0,2.8666666666666667,2.466666666666667,1.2,2.2666666666666666,1.2,2.6,1.0,1.1333333333333333,2.533333333333333,1.1333333333333333,1.2666666666666666,2.6,1.3333333333333333,7
32cc48c55b44dec8cea55503dcda7ec2,2024-03-15 03:16:16,14745.6,12014.933333333332,15564.8,13380.266666666666,14199.466666666667,28398.93333333333,14472.533333333333,11468.8,17476.266666666666,22118.4,12561.066666666668,19114.666666666668,16110.933333333332,11468.8,19114.666666666668,228283.7333333333,12561.066666666668,30310.4,27306.666666666668,15564.8,19933.866666666665,21299.2,21299.2,11741.866666666669,15018.666666666666,19660.8,16110.933333333332,18568.533333333333,22664.533333333333,16657.066666666666,7
49ecb60223b566ce7274d666fcbb5b4e,2024-03-15 01:30:16,17.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,15.0,15.0,16.0,15.0,13.0,15.0,16.0,18.0,17.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0,7
abf831a70937fc9eaa1d6b0a197a61aa,2024-03-14 16:22:16,0.22000098773411,0.2200069963207291,0.220013361546038,0.2200190987771324,0.2200247817371219,0.2200300692933467,0.2200361709161459,0.2200414119542807,0.2200466995105056,0.2200527003441098,0.2200578483460648,0.2200630118540497,0.2200688343683091,0.2200749049790482,0.2200806189510976,0.2200865345015369,0.2200916437384169,0.2200975515358412,0.2201033818031156,0.2201095764620946,0.2201151508798742,0.2201208415928786,0.2201261756671935,0.2201315717656282,0.2201372469726027,0.2201425732939025,0.2201478220850524,0.2201530708762022,0.2201588468723717,0.2201645298323612,7
abf831a70937fc9eaa1d6b0a197a61aa,2024-03-15 01:08:16,0.221575299452451,0.2198414539446099,0.219844485373472,0.2198463616031002,0.2198477648988138,0.2198496566344719,0.2198528043585589,0.2198559288236009,0.2198573088602695,0.2198586811439232,0.2198607667049562,0.2198635655433685,0.2198654185139517,0.2198667055144404,0.2198682483644239,0.2198711634980611,0.2198732568121091,0.2198746911198826,0.2198758075540415,0.2198783815550191,0.2198803585738422,0.219881498267046,0.2198826689723099,0.2198852972443924,0.2198875146066802,0.2198884294624493,0.2198897397219831,0.2198921896747206,0.2198930657654149,0.2198942364706787,7
d41da63880aa940881a84b8c3a710112,2024-03-14 16:22:16,16.89622490837369,17.513117656629902,17.721818526240487,16.66094480225725,16.04354737300173,15.156650057826596,17.64284559339362,14.912980952307624,15.112916829721584,17.313265787710417,14.878323327575249,15.129925623086374,16.80884181601579,17.42608347832135,16.356797132688893,16.703346832994264,14.782294689273913,17.2086956521739,16.825090121533517,17.721814745459028,15.862073073661463,15.86127026091295,15.286569093937628,15.51297784556126,16.252104535617516,15.373982155731415,15.087020265204574,15.113234634141577,16.703918680935562,16.13906215560318,7
