csvname,anomaly_timestamp,Z_value_1,Z_value_2,Z_value_3,Z_value_4,Z_value_5,Z_value_6,Z_value_7,Z_value_8,Z_value_9,Z_value_10,Z_value_11,Z_value_12,Z_value_13,Z_value_14,Z_value_15,Z_value_16,Z_value_17,Z_value_18,Z_value_19,Z_value_20,Z_value_21,Z_value_22,Z_value_23,Z_value_24,Z_value_25,Z_value_26,Z_value_27,Z_value_28,Z_value_29,Z_value_30,prediction
e65657183cb0767054e43e834762fcaf,1701072480,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,246.15625,245.50390625,243.39453125,261.765625,245.203125,246.265625,245.140625,244.859375,254.875,247.73046875,248.9453125,248.2109375,250.68359375,248.08984375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701072600,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,245.203125,245.50390625,243.39453125,261.765625,246.15625,246.265625,245.140625,244.859375,254.875,247.73046875,248.9453125,248.2109375,250.68359375,248.08984375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701072720,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,246.265625,245.50390625,243.39453125,261.765625,246.15625,245.203125,245.140625,244.859375,254.875,247.73046875,248.9453125,248.2109375,250.68359375,248.08984375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701072840,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,245.140625,245.50390625,243.39453125,261.765625,246.15625,245.203125,246.265625,244.859375,254.875,247.73046875,248.9453125,248.2109375,250.68359375,248.08984375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701072960,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,244.859375,245.50390625,243.39453125,261.765625,246.15625,245.203125,246.265625,245.140625,254.875,247.73046875,248.9453125,248.2109375,250.68359375,248.08984375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701073200,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,247.73046875,245.50390625,243.39453125,261.765625,246.15625,245.203125,246.265625,245.140625,244.859375,254.875,248.9453125,248.2109375,250.68359375,248.08984375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701073320,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,248.9453125,245.50390625,243.39453125,261.765625,246.15625,245.203125,246.265625,245.140625,244.859375,254.875,247.73046875,248.2109375,250.68359375,248.08984375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701073440,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,248.2109375,245.50390625,243.39453125,261.765625,246.15625,245.203125,246.265625,245.140625,244.859375,254.875,247.73046875,248.9453125,250.68359375,248.08984375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701073560,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,250.68359375,245.50390625,243.39453125,261.765625,246.15625,245.203125,246.265625,245.140625,244.859375,254.875,247.73046875,248.9453125,248.2109375,248.08984375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701073680,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,248.08984375,245.50390625,243.39453125,261.765625,246.15625,245.203125,246.265625,245.140625,244.859375,254.875,247.73046875,248.9453125,248.2109375,250.68359375,250.1640625,7
e65657183cb0767054e43e834762fcaf,1701073800,240.45703125,239.27734375,240.6328125,248.53515625,260.0625,249.1484375,243.4609375,249.171875,253.6328125,256.25390625,256.60546875,264.61328125,251.66796875,252.046875,248.0078125,250.1640625,245.50390625,243.39453125,261.765625,246.15625,245.203125,246.265625,245.140625,244.859375,254.875,247.73046875,248.9453125,248.2109375,250.68359375,248.08984375,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701070320,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701070680,4.0,4.0,2.0,0.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701070800,4.0,4.0,2.0,0.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701070920,4.0,4.0,2.0,0.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701071040,4.0,4.0,2.0,0.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701071160,4.0,4.0,2.0,0.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701071280,4.0,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701071520,4.0,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701071640,4.0,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701072000,4.0,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701072120,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701072360,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701072480,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701072600,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701072720,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701072840,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701072960,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701073080,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701073200,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701073320,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701073440,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701073560,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701073680,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,7
a12a3588ce6e1070ca3dd19d3b8acf4c,1701073800,4.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
62920d13ca9ff31950a65b98312bcfe0,1701071400,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701071520,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701071640,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701071760,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701071880,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701072000,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701072120,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701072240,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701072360,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701072480,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
62920d13ca9ff31950a65b98312bcfe0,1701073800,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
e937d159618b42e3d8ca2cad01913f7e,1701070920,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
e937d159618b42e3d8ca2cad01913f7e,1701071280,2.0,2.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
e937d159618b42e3d8ca2cad01913f7e,1701071520,2.0,2.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
e937d159618b42e3d8ca2cad01913f7e,1701071640,2.0,2.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
e937d159618b42e3d8ca2cad01913f7e,1701072000,2.0,2.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,7
e937d159618b42e3d8ca2cad01913f7e,1701072120,2.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
e937d159618b42e3d8ca2cad01913f7e,1701072840,2.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
e937d159618b42e3d8ca2cad01913f7e,1701072960,2.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,7
e937d159618b42e3d8ca2cad01913f7e,1701073080,2.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,7
e937d159618b42e3d8ca2cad01913f7e,1701073560,2.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,7
