timestamp,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj2-rd-rttax-prod-01"", mode=~""idle""}[2m])) by (mode, hostname)","node_load1{hostname=~""bj2-rd-rttax-prod-01""}","node_load5{hostname=~""bj2-rd-rttax-prod-01""}","node_load15{hostname=~""bj2-rd-rttax-prod-01""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj2-rd-rttax-prod-01""}/node_memory_MemTotal_bytes{hostname=~""bj2-rd-rttax-prod-01""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj2-rd-rttax-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj2-rd-rttax-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj2-rd-rttax-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj2-rd-rttax-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_writes_completed_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_read_time_seconds_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_write_time_seconds_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_read_bytes_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_disk_written_bytes_total{hostname=~""bj2-rd-rttax-prod-01""}[2m])","node_netstat_Tcp_CurrEstab{hostname=~""bj2-rd-rttax-prod-01""}","node_sockstat_TCP_tw{hostname=~""bj2-rd-rttax-prod-01""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj2-rd-rttax-prod-01""}[2m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj2-rd-rttax-prod-01""}[2m])","node_sockstat_TCP_alloc{hostname=~""bj2-rd-rttax-prod-01""}","node_sockstat_TCP_inuse{hostname=~""bj2-rd-rttax-prod-01""}","probe_duration_seconds{hostname=~""bj2-rd-rttax-prod-01""}","irate(node_network_receive_bytes_total{hostname=~""bj2-rd-rttax-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj2-rd-rttax-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","1-avg(irate(node_cpu_seconds_total{hostname=~""bj1-rd-rttax-prod-04"", mode=~""idle""}[2m])) by (mode, hostname)","node_load1{hostname=~""bj1-rd-rttax-prod-04""}","node_load5{hostname=~""bj1-rd-rttax-prod-04""}","node_load15{hostname=~""bj1-rd-rttax-prod-04""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj1-rd-rttax-prod-04""}/node_memory_MemTotal_bytes{hostname=~""bj1-rd-rttax-prod-04""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj1-rd-rttax-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj1-rd-rttax-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj1-rd-rttax-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj1-rd-rttax-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_writes_completed_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_read_time_seconds_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_write_time_seconds_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_read_bytes_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_disk_written_bytes_total{hostname=~""bj1-rd-rttax-prod-04""}[2m])","node_netstat_Tcp_CurrEstab{hostname=~""bj1-rd-rttax-prod-04""}","node_sockstat_TCP_tw{hostname=~""bj1-rd-rttax-prod-04""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj1-rd-rttax-prod-04""}[2m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj1-rd-rttax-prod-04""}[2m])","node_sockstat_TCP_alloc{hostname=~""bj1-rd-rttax-prod-04""}","node_sockstat_TCP_inuse{hostname=~""bj1-rd-rttax-prod-04""}","probe_duration_seconds{hostname=~""bj1-rd-rttax-prod-04""}","irate(node_network_receive_bytes_total{hostname=~""bj1-rd-rttax-prod-04"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj1-rd-rttax-prod-04"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
1710243992,0.0360000000024836,0.23,0.12,0.15,24.37089248307546,0.107281421094335,0.1409212349498473,0.0,1.2,0.0,0.0019333333329996,0.0,115234.13333333332,402,787,7.8,24.4,430,252,0.001178748,2746498.6666666665,1440216.0,0.0274999998509883,0.02,0.09,0.12,20.883182501774368,0.4839577130424572,0.2834385443311195,0.0,1.0,0.0,0.0028000000010554,0.0,74820.26666666666,267,242,3.933333333333333,7.266666666666667,288,169,0.000706574,2549955.2,1321268.8
1710244112,0.0345000000049671,0.05,0.09,0.13,24.427582335142414,0.1072828790775903,0.1409366556966673,0.0,1.9333333333333331,0.0,0.0023333333335661,0.0,139264.0,400,705,7.666666666666667,24.266666666666666,428,250,0.001221004,2590957.8666666667,1350233.6,0.0261666662991046,0.03,0.09,0.12,20.84322491675087,0.4839588794290616,0.2834539185598496,0.0,1.0666666666666669,0.0,0.0025333333333643,0.0,95027.2,264,250,4.4,7.266666666666667,285,166,0.000702737,2358811.7333333334,1218934.4
1710244232,0.035333333350718,0.21,0.15,0.14,24.43392560493317,0.1072838510664272,0.1409499676234094,0.0,1.1333333333333333,0.0,0.0019333333329996,0.0,135987.2,399,781,8.133333333333333,24.73333333333333,427,247,0.00115943,2704991.466666667,1417723.2,0.0289999996622403,0.07,0.11,0.13,20.86475206568228,0.4839599486167821,0.2834673622878465,0.0,1.4,0.0,0.001533333332433,0.0,12561.066666666668,265,230,4.2,7.466666666666667,286,167,0.000793034,2653748.2666666666,1380848.0
1710244352,0.0331666666083038,0.12,0.14,0.14,24.407753373670538,0.1072854062485663,0.1409635741647211,0.0,1.6,0.0,0.0028666666670081,0.0,148275.2,398,781,7.533333333333333,24.4,426,249,0.001212751,2521749.333333333,1321252.8,0.0284999998907248,0.04,0.09,0.12,20.86210487567447,0.4839624757877581,0.2834810541123231,0.0,1.1333333333333333,0.0,0.0023999999975785,0.0,127795.2,266,230,3.8666666666666663,7.266666666666667,286,167,0.000752102,2659680.533333333,1349641.6
1710244472,0.0353333333507179,0.12,0.13,0.14,24.404406924253365,0.1072867670329379,0.1409774830736176,0.0,1.2,0.0,0.0019333333329996,0.0,131072.0,400,764,7.666666666666667,24.266666666666666,428,250,0.001163099,2732186.1333333333,1408923.7333333334,0.0293333331743875,0.02,0.07,0.12,20.86475206568228,0.4839634477765949,0.2834946839126799,0.0,1.3333333333333333,0.0,0.0026000000031975,0.0,128614.4,266,232,4.066666666666666,7.266666666666667,287,168,0.000738643,2793565.333333333,1393024.0
1710244592,0.0343333333730697,0.2,0.15,0.14,24.35820594349395,0.1072910437838203,0.1409910120847795,0.0,1.1333333333333333,0.0,0.0005333333329569,0.0,11741.866666666669,399,771,7.533333333333333,24.2,427,249,0.001178133,2696908.2666666666,1381957.8666666667,0.0281666666269302,0.05,0.07,0.12,20.86595079323298,0.4839645169643155,0.2835081974178118,0.0,0.8,0.0,0.0019333333359099,0.0,9830.4,264,237,4.066666666666666,7.266666666666667,285,166,0.00070439,2638953.066666667,1329306.1333333333
1710244712,0.0321666666306554,0.06,0.12,0.13,24.3775853819098,0.1072920157726572,0.1410045876140313,0.0,0.8,0.0,0.0005333333334419,0.0,10376.533333333333,398,771,7.666666666666667,24.4,426,249,0.001210812,2431429.333333333,1269914.1333333333,0.0258333335320154,0.03,0.06,0.11,20.895619300112934,0.4839656833509198,0.2835217264289736,0.0,1.4,0.0,0.0014666666664804,0.0,12561.066666666668,265,229,3.8,7.266666666666667,286,167,0.001341655,2478122.1333333333,1285054.4
1710244832,0.0380000000509123,0.07,0.11,0.13,24.41899145007147,0.1072934737559125,0.1410186128181527,0.0,1.1333333333333333,0.0,0.0010000000004462,0.0,12288.0,404,753,7.666666666666667,25.2,432,251,0.00115145,2975474.6666666665,1538633.066666667,0.0326666670540969,0.34,0.12,0.13,20.851416221680687,0.4839666553397568,0.2835359066933949,0.0,1.2666666666666666,0.0,0.0042666666675359,0.0,159197.86666666667,266,221,3.933333333333333,7.933333333333334,287,167,0.0007273,3290045.333333333,1592278.4
1710244952,0.0378333333569269,0.05,0.1,0.13,24.412598233274498,0.1072947373414006,0.1410343281795424,0.0,1.2,0.0,0.0015999999998408,0.0,81646.93333333333,402,686,7.8,24.266666666666666,430,251,0.001204248,3064133.333333333,1550163.7333333334,0.0315000002582868,0.05,0.08,0.11,20.872393953818023,0.4839691825107327,0.2835517228439795,0.0,0.8,0.0,0.0007999999991928,0.0,9830.4,266,217,3.8,7.333333333333333,287,168,0.000702379,3121813.8666666667,1528314.6666666667
1710245072,0.0348333333308498,0.01,0.07,0.12,24.463044709563157,0.1072963897224232,0.1410482681004989,0.0,1.8666666666666667,0.0,0.0027333333331625,0.0,135441.06666666668,400,768,7.8,24.466666666666665,428,250,0.001187149,2769650.1333333333,1425113.066666667,0.0286666663984457,0.05,0.07,0.11,20.90960445487116,0.483970348897337,0.2835653603973513,0.0,0.8,0.0,0.0008666666651455,0.0,9830.4,265,219,3.8666666666666663,7.133333333333334,286,167,0.0007213,2713926.4,1357773.3333333333
1710245192,0.033666666659216,0.68,0.51,0.29,24.34257253054509,0.1073002776777709,0.1410620917262305,0.0,1.4666666666666666,0.0,0.0017333333332013,0.0,94208.0,401,667,8.4,24.066666666666663,429,251,0.001232695,2554098.6666666665,1353945.066666667,0.0275000003476937,0.2,0.12,0.12,20.92508801906776,0.4839716124828249,0.283579137504993,0.0,1.1333333333333333,0.0,0.0021333333337679,0.0,131891.2,264,234,4.466666666666667,7.266666666666667,285,166,0.000723382,2569205.333333333,1295443.2
1710245312,0.0369999999801318,0.5,0.48,0.31,24.28188691798002,0.1073022216554447,0.1410770783042109,0.0,1.0666666666666669,0.0,0.0007333333332402,0.0,11195.733333333334,400,743,7.866666666666666,24.066666666666663,428,250,0.001171554,2946020.2666666666,1500606.4,0.0291666666666665,0.16,0.11,0.12,20.831137747281257,0.4839727788694292,0.2835941008239284,0.0,1.0,0.0,0.0020666666678152,0.0,92842.66666666669,266,214,3.8666666666666663,7.266666666666667,287,168,0.000687808,2871331.2,1444829.8666666667
1710245432,0.0369999999801318,0.07,0.32,0.28,24.355408911145272,0.1073032908431653,0.1410909872131074,0.0,0.8,0.0,0.0005999999998797,0.0,10376.533333333333,401,739,8.066666666666666,24.33333333333333,429,251,0.001130837,2825326.933333333,1468526.933333333,0.0278333331147829,0.15,0.12,0.13,20.90650774203183,0.4839744312504519,0.2836080872629748,0.0,1.0,0.0,0.0008666666651455,0.0,10649.6,267,229,4.2,7.466666666666667,288,168,0.000691198,2669546.1333333333,1371383.4666666666
1710245552,0.0361666666654248,0.06,0.23,0.25,24.38292971157602,0.1073041656331185,0.1411049814051688,0.0,0.8,0.0,0.0005333333329569,0.0,10103.466666666667,401,746,7.733333333333333,24.33333333333333,429,251,0.001185737,2816402.6666666665,1454254.933333333,0.0285000001390776,0.13,0.12,0.13,20.895669247094204,0.4839769584214279,0.2836221047140812,0.0,0.8666666666666667,0.0,0.0009333333349786,0.0,10922.666666666666,266,219,4.0,7.266666666666667,287,168,0.000706129,2688161.6,1376027.7333333334
1710245672,0.0361666666654248,0.06,0.18,0.22,24.35421018299584,0.1073061096107923,0.1411187740188404,0.0,1.0666666666666669,0.0,0.0017999999996391,0.0,137079.46666666667,403,745,7.666666666666667,24.266666666666666,431,251,0.001230007,3039079.466666667,1543161.066666667,0.0274999998509883,0.04,0.09,0.12,20.926436587562304,0.4839784164046833,0.283635672490318,0.0,1.3333333333333333,0.0,0.002599999999317,0.0,139264.0,265,213,3.8666666666666663,7.266666666666667,286,167,0.000721295,2452675.7333333334,1242158.4
1710245792,0.0351549483170334,0.06,0.14,0.21,24.40091063381752,0.1073099003672563,0.1411326829277369,0.0,1.599466844385205,0.0,0.0009330223260814,0.0,13648.783738753747,402,736,8.063978673775408,24.39186937687437,430,251,0.00121878,2745710.8963678773,1449193.2022659113,0.029166666418314,0.1,0.11,0.13,20.90885525015196,0.4839795827912876,0.2836495271281095,0.0,1.0,0.0,0.0016000000022662,0.0,70451.2,267,224,4.6,7.466666666666667,288,168,0.000742498,2565941.8666666667,1310026.1333333333
1710245912,0.0369999999801318,0.01,0.09,0.18,24.345569350918677,0.1073114555493952,0.1411466150956783,0.0,0.8,0.0,0.0007333333332402,0.0,10103.466666666667,403,729,7.8,24.4,431,250,0.001175033,2844056.0,1471787.2,0.0305000002185503,0.01,0.07,0.12,20.897966808233058,0.4839806519790082,0.2836636531214258,0.0,1.3333333333333333,0.0,0.0036000000002483,0.0,135168.0,266,211,3.8666666666666663,6.4,287,168,0.000698469,2984438.933333333,1479144.0
1710246032,0.0356666666766007,0.16,0.12,0.18,24.30461280581303,0.1073124275382322,0.1411608263721596,0.0,1.2,0.0,0.0004666666665192,0.0,11741.866666666669,405,633,7.6,24.6,433,249,0.001218306,2707582.4,1396018.6666666667,0.027629649231091,0.01,0.06,0.11,20.901912619754125,0.4839817211667288,0.2836778721509221,0.0,0.9998666844420744,0.0,0.0013331555804976,0.0,10648.180242634317,268,208,3.9994667377682975,7.53232902279696,289,168,0.000712184,2610444.474070124,1308262.3650179976
1710246152,0.0339999999850988,0.23,0.13,0.17,24.28388479822908,0.1073134967259528,0.1411748593292959,0.0,1.2,0.0,0.0020666666663601,0.0,144725.33333333334,401,728,7.666666666666667,24.53333333333333,429,249,0.001138657,2580680.0,1359754.1333333333,0.0253333330154419,0.11,0.07,0.11,20.844273803357737,0.4839842483377047,0.2836916182465037,0.0,1.2,0.0,0.0030666666648661,0.0,166570.66666666666,266,210,3.8,7.266666666666667,287,167,0.000732193,2285226.1333333333,1182109.3333333333
1710246272,0.0376666666008531,0.1,0.12,0.17,24.434025498945623,0.1073146631125571,0.1411895047746167,0.0,1.1333333333333333,0.0,0.0017333333332013,0.0,139264.0,404,633,7.4,24.33333333333333,432,250,0.001184218,2957412.8,1518344.0,0.0295000001788139,0.07,0.09,0.12,20.82599320820948,0.4839856091220763,0.2837064730232292,0.0,1.4,0.0,0.0011333333328366,0.0,12561.066666666668,266,207,3.8,7.266666666666667,287,167,0.000695125,2782030.933333333,1392008.0
1710246392,0.0328333333445092,0.11,0.11,0.15,24.435473962126185,0.1073183566701373,0.1412055069975611,0.0,1.5333333333333334,0.0,0.0010666666663989,0.0,13380.266666666666,405,800,7.6,24.2,433,251,0.001156978,2446463.466666667,1288196.8,0.024499999731779,0.1,0.11,0.13,20.911352599215935,0.4839868727075643,0.2837222736677839,0.0,1.0,0.0,0.0018666666699573,0.0,64989.86666666667,267,215,4.0,7.266666666666667,288,168,0.000760819,2308660.8,1186216.5333333334
1710246512,0.037999999988824,0.15,0.12,0.15,24.42673323603657,0.1073194258578579,0.1412199120994172,0.0,0.9333333333333332,0.0,0.0005333333329569,0.0,11741.866666666669,402,710,7.466666666666667,22.266666666666666,430,248,0.001199451,3120890.1333333333,1583773.8666666667,0.0274999998509883,0.01,0.07,0.12,20.9078063635451,0.4839880390941686,0.2837368648419998,0.0,0.9333333333333332,0.0,0.0010000000009313,0.0,10376.533333333333,268,217,3.8666666666666663,7.4,289,169,0.000719984,2693870.4,1339443.2
1710246632,0.0395131710359019,0.09,0.11,0.13,24.35246203777792,0.1073203978466947,0.1412350459846825,0.0,1.06702234078026,0.0,0.0006002000670537,0.0,11199.46648882961,404,782,7.335778592864289,25.075025008336112,432,251,0.001208553,3267923.441147049,1642781.727242414,0.0326666665573914,0.0,0.05,0.1,20.882233509130053,0.4839893026796565,0.283752029739325,0.0,1.1333333333333333,0.0,0.0054000000003725,0.0,155648.0,271,207,3.933333333333333,8.133333333333333,292,171,0.000744163,3143898.1333333333,1521282.6666666667
1710246752,0.0348333333618938,0.04,0.09,0.13,24.4271827590926,0.1073221474266012,0.1412502108820078,0.0,0.9333333333333332,0.0,0.0007333333337252,0.0,11468.8,403,712,7.266666666666667,24.266666666666666,431,253,0.001161049,2793985.6,1440402.1333333333,0.0295000001788139,0.1,0.08,0.11,20.884830752156592,0.4839916354528651,0.2837670705884104,0.0,1.1333333333333333,0.0,0.0033333333325572,0.0,151552.0,267,238,4.2,7.133333333333334,288,168,0.000700038,2903897.066666667,1440006.4
1710246872,0.0354999999826153,0.03,0.07,0.12,24.407753373670538,0.1073232166143218,0.1412647787971787,0.0,2.0,0.0,0.0022000000002056,0.0,167116.8,402,784,8.133333333333333,24.33333333333333,430,251,0.00122044,2607415.466666667,1365276.2666666666,0.0273333333432674,0.01,0.06,0.1,20.90965440185243,0.4839937738283063,0.2837815764794613,0.0,1.2666666666666666,0.0,0.0020000000018626,0.0,94208.0,267,242,3.8,7.266666666666667,288,169,0.000701525,2562233.066666667,1281853.3333333333
1710246992,0.0386666666716337,0.0,0.05,0.11,24.399412223630723,0.1073270073707857,0.1412796103148592,0.0,1.2,0.0,0.0017333333332013,0.0,136260.26666666666,400,759,7.733333333333333,24.33333333333333,428,250,0.001235387,3124769.6,1598883.2,0.027666666607062,0.0,0.04,0.09,20.91629735036259,0.4839950374137943,0.2837961909127221,0.0,1.1333333333333333,0.0,0.0024666666674117,0.0,137898.66666666666,266,226,3.8666666666666663,7.266666666666667,287,168,0.000662709,2642224.533333333,1327459.7333333334
