timestamp,value
1691511600,0.05118229240179062
1691511720,0.03381974250078201
1691511840,0.05014748498797417
1691511960,0.03319023177027702
1691512080,0.06265194714069366
1691512200,0.03326809033751488
1691512320,0.03202243894338608
1691512440,0.04964889585971832
1691512560,0.0324086956679821
1691512680,0.032619088888168335
1691512800,0.061995334923267365
1691512920,0.03170735761523247
1691513040,0.0510716587305069
1691513160,0.033408623188734055
1691513280,0.045621179044246674
1691513400,0.051229868084192276
1691513520,0.03486369550228119
1691513640,0.05163735896348953
1691513760,0.035582225769758224
1691513880,0.05334547162055969
1691514000,0.048669785261154175
1691514120,0.03287385404109955
1691514240,0.051605213433504105
1691514360,0.03309895843267441
1691514480,0.03186977282166481
1691514600,0.060556259006261826
1691514720,0.02981545217335224
1691514840,0.0473644882440567
1691514960,0.02978695183992386
1691515080,0.027809930965304375
1691515200,0.060017865151166916
1691515320,0.028535623103380203
1691515440,0.04609297960996628
1691515560,0.028034044429659843
1691515680,0.02891801856458187
1691515800,0.058133650571107864
1691515920,0.027037007734179497
1691516040,0.04511738568544388
1691516160,0.02718537114560604
1691516280,0.054127421230077744
1691516400,0.044135648757219315
1691516520,0.026874350383877754
1691516640,0.04417194426059723
1691516760,0.027193721383810043
1691516880,0.03275085985660553
1691517000,0.055596645921468735
1691517120,0.028670618310570717
1691517240,0.04469406232237816
1691517360,0.0292759221047163
1691517480,0.044306278228759766
1691517600,0.04592563211917877
1691517720,0.02906186878681183
1691517840,0.054084308445453644
1691517960,0.026285445317626
1691518080,0.037213411182165146
1691518200,0.0540957935154438
1691518320,0.026106391102075577
1691518440,0.052105192095041275
1691518560,0.02826595865190029
1691518680,0.058445628732442856
1691518800,0.02864663302898407
1691518920,0.026668284088373184
1691519040,0.045015983283519745
1691519160,0.029065420851111412
1691519280,0.0595858208835125
1691519400,0.027043716982007027
1691519520,0.02717600390315056
1691519640,0.043874602764844894
1691519760,0.028838081285357475
1691519880,0.02726953849196434
1691520000,0.05776728689670563
1691520120,0.02672061137855053
1691520240,0.04431365802884102
1691520360,0.028110243380069733
1691520480,0.03962595760822296
1691520600,0.044118501245975494
1691520720,0.027432873845100403
1691520840,0.04479736089706421
1691520960,0.02991030551493168
1691521080,0.03201038017868996
1691521200,0.058763399720191956
1691521320,0.028613053262233734
1691521440,0.048445481806993484
1691521560,0.028924694284796715
1691521680,0.04126112535595894
1691521800,0.044636476784944534
1691521920,0.026901694014668465
1691522040,0.045405313372612
1691522160,0.029618222266435623
1691522280,0.060107678174972534
1691522400,0.030246054753661156
1691522520,0.030464446172118187
1691522640,0.04687483608722687
1691522760,0.02890803851187229
1691522880,0.03611355274915695
1691523000,0.05188140273094177
1691523120,0.027653949335217476
1691523240,0.04495587199926376
1691523360,0.027919592335820198
1691523480,0.03989749029278755
1691523600,0.044483210891485214
1691523720,0.027194999158382416
1691523840,0.04624632000923157
1691523960,0.02841319888830185
1691524080,0.06391946226358414
1691524200,0.02856064960360527
1691524320,0.028396883979439735
1691524440,0.04572580009698868
1691524560,0.028935441747307777
1691524680,0.06087575852870941
1691524800,0.030716732144355774
1691524920,0.028168348595499992
1691525040,0.04728582128882408
1691525160,0.028078895062208176
1691525280,0.02865377627313137
1691525400,0.0579342357814312
1691525520,0.02622598595917225
1691525640,0.04487462714314461
1691525760,0.027908775955438614
1691525880,0.06366128474473953
1691526000,0.027906404808163643
1691526120,0.027467554435133934
1691526240,0.04552370309829712
1691526360,0.027857845649123192
1691526480,0.04857413098216057
1691526600,0.0428139828145504
1691526720,0.027903517708182335
1691526840,0.045382265001535416
1691526960,0.027589289471507072
1691527080,0.07201983034610748
1691527200,0.02882082760334015
1691527320,0.02890085242688656
1691527440,0.05015433207154274
1691527560,0.026636963710188866
1691527680,0.03488950803875923
1691527800,0.05315044894814491
1691527920,0.02724461816251278
1691528040,0.04585707560181618
1691528160,0.02882518246769905
1691528280,0.0437927320599556
1691528400,0.04756760969758034
1691528520,0.02918579801917076
1691528640,0.04808303341269493
1691528760,0.028120454400777817
1691528880,0.05790852755308151
1691529000,0.028918033465743065
1691529120,0.028140708804130554
1691529240,0.04546316713094711
1691529360,0.028097040951251984
1691529480,0.027344610542058945
1691529600,0.05933697149157524
1691529720,0.02835950069129467
1691529840,0.046564314514398575
1691529960,0.029322229325771332
1691530080,0.05754921957850456
1691530200,0.029584849253296852
1691530320,0.027816224843263626
1691530440,0.04470070078969002
1691530560,0.02821563184261322
1691530680,0.04462675005197525
1691530800,0.04191805422306061
1691530920,0.02734716609120369
1691531040,0.045519862323999405
1691531160,0.028440240770578384
1691531280,0.05066007748246193
1691531400,0.04713515192270279
1691531520,0.028026985004544258
1691531640,0.04543445631861687
1691531760,0.0294421948492527
1691531880,0.04420555755496025
1691532000,0.05294010788202286
1691532120,0.030741646885871887
1691532240,0.049671102315187454
1691532360,0.029713718220591545
1691532480,0.03030574880540371
1691532600,0.06079915910959244
