<:OVERLAP:>,Unnamed: 207,timestamp,unknown
0,271,2023-11-30 18:35:20,6
0,90,2023-11-30 18:36:32,2
0,107,2023-11-30 18:37:20,3
2,147,2023-11-30 18:38:32,4
2,85,2023-11-30 18:39:20,2
0,61,2023-11-30 18:40:32,2
0,151,2023-11-30 18:41:20,4
0,135,2023-11-30 18:42:32,3
4,228,2023-11-30 18:43:20,4
4,260,2023-11-30 18:44:32,6
0,139,2023-11-30 18:45:20,5
0,627,2023-11-30 18:46:32,16
0,610,2023-11-30 18:47:20,15
0,582,2023-11-30 18:48:32,8
0,1223,2023-11-30 18:49:20,22
0,874,2023-11-30 18:50:32,20
1,245,2023-11-30 18:51:20,6
1,1200,2023-11-30 18:52:32,17
0,1680,2023-11-30 18:53:20,23
0,553,2023-11-30 18:54:32,8
0,248,2023-11-30 18:55:20,7
0,322,2023-11-30 18:56:32,8
0,627,2023-11-30 18:57:20,9
0,598,2023-11-30 18:58:32,9
0,61,2023-11-30 18:59:20,2
0,16,2023-11-30 19:00:32,1
0,50,2023-11-30 19:01:20,3
3,131,2023-11-30 19:02:32,4
8,741,2023-11-30 19:03:20,10
5,858,2023-11-30 19:04:32,14
0,259,2023-11-30 19:05:20,7
42,676,2023-11-30 19:06:32,4
43,643,2023-11-30 19:07:20,3
1,119,2023-11-30 19:08:32,3
0,107,2023-11-30 19:09:20,3
0,381,2023-11-30 19:10:32,9
0,505,2023-11-30 19:11:20,13
0,214,2023-11-30 19:12:32,6
0,135,2023-11-30 19:13:20,3
0,61,2023-11-30 19:14:32,2
0,313,2023-11-30 19:15:20,6
1,462,2023-11-30 19:16:32,9
1,538,2023-11-30 19:17:20,13
0,487,2023-11-30 19:18:32,13
0,482,2023-11-30 19:19:20,14
7,720,2023-11-30 19:20:32,17
7,402,2023-11-30 19:21:20,10
0,294,2023-11-30 19:22:32,14
0,775,2023-11-30 19:23:20,22
0,856,2023-11-30 19:24:32,20
0,913,2023-11-30 19:25:20,19
0,1139,2023-11-30 19:26:32,25
0,792,2023-11-30 19:27:20,23
1,932,2023-11-30 19:28:32,18
10,987,2023-11-30 19:29:20,15
51,1739,2023-11-30 19:30:32,23
75,3949,2023-11-30 19:31:20,57
34,2747,2023-11-30 19:32:32,46
1,393,2023-11-30 19:33:20,11
0,279,2023-11-30 19:34:32,7
0,172,2023-11-30 19:35:20,4
0,138,2023-11-30 19:36:32,5
0,109,2023-11-30 19:37:20,5
0,740,2023-11-30 19:38:32,10
0,930,2023-11-30 19:39:20,15
0,407,2023-11-30 19:40:32,13
37,1019,2023-11-30 19:41:20,20
77,2002,2023-11-30 19:42:32,27
40,1184,2023-11-30 19:43:20,14
0,341,2023-11-30 19:44:32,7
0,431,2023-11-30 19:45:20,9
0,339,2023-11-30 19:46:32,6
0,328,2023-11-30 19:47:20,7
0,248,2023-11-30 19:48:32,8
0,259,2023-11-30 19:49:20,7
0,257,2023-11-30 19:50:32,7
0,184,2023-11-30 19:51:20,6
0,416,2023-11-30 19:52:32,11
0,512,2023-11-30 19:53:20,15
1,328,2023-11-30 19:54:32,12
2,495,2023-11-30 19:55:20,14
1,420,2023-11-30 19:56:32,12
3,561,2023-11-30 19:57:20,15
5,1024,2023-11-30 19:58:32,19
2,619,2023-11-30 19:59:20,10
0,33,2023-11-30 20:00:32,2
0,141,2023-11-30 20:01:20,5
0,214,2023-11-30 20:02:32,6
2,114,2023-11-30 20:03:20,2
2,187,2023-11-30 20:04:32,5
0,224,2023-11-30 20:05:20,7
0,154,2023-11-30 20:06:32,6
0,325,2023-11-30 20:07:20,7
0,393,2023-11-30 20:08:32,7
0,296,2023-11-30 20:09:20,7
0,715,2023-11-30 20:10:32,21
0,642,2023-11-30 20:11:20,20
0,782,2023-11-30 20:12:32,19
0,736,2023-11-30 20:13:20,18
0,16,2023-11-30 20:14:32,1
1,73,2023-11-30 20:15:20,2
33,518,2023-11-30 20:16:32,4
42,610,2023-11-30 20:17:20,3
93,1665,2023-11-30 20:18:32,9
112,1848,2023-11-30 20:19:20,8
33,803,2023-11-30 20:20:32,8
4,455,2023-11-30 20:21:20,8
0,172,2023-11-30 20:22:32,4
0,441,2023-11-30 20:23:20,10
0,359,2023-11-30 20:24:32,8
