<:OVERLAP:>,Unnamed: 211,timestamp,unknown
6,1214,2023-12-07 20:28:58,22
0,2439,2023-12-07 20:30:58,59
8,610,2023-12-07 20:32:58,13
0,377,2023-12-07 20:34:58,9
3,36,2023-12-07 20:36:58,0
41,2056,2023-12-07 20:38:58,29
0,834,2023-12-07 20:40:58,12
38,473,2023-12-07 20:42:58,1
11,270,2023-12-07 20:44:58,2
0,728,2023-12-07 20:46:58,13
4,48,2023-12-07 20:48:58,0
18,216,2023-12-07 20:50:58,0
1,12,2023-12-07 20:52:58,0
0,0,2023-12-07 20:54:58,0
3,52,2023-12-07 20:56:58,1
0,0,2023-12-07 20:58:58,0
0,404,2023-12-07 21:00:58,7
0,196,2023-12-07 21:02:58,4
0,280,2023-12-07 21:04:58,6
29,934,2023-12-07 21:06:58,12
64,1827,2023-12-07 21:08:58,17
0,289,2023-12-07 21:10:58,6
0,17,2023-12-07 21:12:58,1
0,51,2023-12-07 21:14:58,3
0,17,2023-12-07 21:16:58,1
0,0,2023-12-07 21:18:58,0
0,0,2023-12-07 21:20:58,0
50,843,2023-12-07 21:22:58,5
26,715,2023-12-07 21:24:58,8
3,36,2023-12-07 21:26:58,0
7,840,2023-12-07 21:28:58,12
16,192,2023-12-07 21:30:58,0
0,0,2023-12-07 21:32:58,0
0,0,2023-12-07 21:34:58,0
0,0,2023-12-07 21:36:58,0
0,0,2023-12-07 21:38:58,0
0,142,2023-12-07 21:40:58,1
0,0,2023-12-07 21:42:58,0
0,138,2023-12-07 21:44:58,2
0,492,2023-12-07 21:46:58,6
0,84,2023-12-07 21:48:58,2
14,168,2023-12-07 21:50:58,0
0,0,2023-12-07 21:52:58,0
0,0,2023-12-07 21:54:58,0
0,0,2023-12-07 21:56:58,0
0,0,2023-12-07 21:58:58,0
0,0,2023-12-07 22:00:58,0
0,0,2023-12-07 22:02:58,0
0,0,2023-12-07 22:04:58,0
2,242,2023-12-07 22:06:58,4
11,384,2023-12-07 22:08:58,4
0,0,2023-12-07 22:10:58,0
2,528,2023-12-07 22:12:58,8
0,0,2023-12-07 22:14:58,0
0,0,2023-12-07 22:16:58,0
0,0,2023-12-07 22:18:58,0
25,300,2023-12-07 22:20:58,0
0,138,2023-12-07 22:22:58,2
0,492,2023-12-07 22:24:58,6
0,0,2023-12-07 22:26:58,0
6,702,2023-12-07 22:28:58,8
2,24,2023-12-07 22:30:58,0
4,48,2023-12-07 22:32:58,0
0,0,2023-12-07 22:34:58,0
0,117,2023-12-07 22:36:58,3
0,150,2023-12-07 22:38:58,4
0,0,2023-12-07 22:40:58,0
0,0,2023-12-07 22:42:58,0
0,185,2023-12-07 22:44:58,3
0,78,2023-12-07 22:46:58,2
0,325,2023-12-07 22:48:58,5
0,0,2023-12-07 22:50:58,0
0,0,2023-12-07 22:52:58,0
0,0,2023-12-07 22:54:58,0
0,138,2023-12-07 22:56:58,2
0,492,2023-12-07 22:58:58,6
6,72,2023-12-07 23:00:58,0
0,0,2023-12-07 23:02:58,0
32,636,2023-12-07 23:04:58,4
0,0,2023-12-07 23:06:58,0
0,0,2023-12-07 23:08:58,0
0,78,2023-12-07 23:10:58,2
0,0,2023-12-07 23:12:58,0
0,0,2023-12-07 23:14:58,0
0,630,2023-12-07 23:16:58,8
0,325,2023-12-07 23:18:58,5
2,528,2023-12-07 23:20:58,8
0,0,2023-12-07 23:22:58,0
0,0,2023-12-07 23:24:58,0
0,0,2023-12-07 23:26:58,0
0,0,2023-12-07 23:28:58,0
0,0,2023-12-07 23:30:58,0
0,0,2023-12-07 23:32:58,0
0,0,2023-12-07 23:34:58,0
0,325,2023-12-07 23:36:58,5
0,0,2023-12-07 23:38:58,0
0,0,2023-12-07 23:40:58,0
0,0,2023-12-07 23:42:58,0
0,0,2023-12-07 23:44:58,0
0,78,2023-12-07 23:46:58,2
0,156,2023-12-07 23:48:58,4
0,0,2023-12-07 23:50:58,0
0,0,2023-12-07 23:52:58,0
0,0,2023-12-07 23:54:58,0
0,0,2023-12-07 23:56:58,0
0,0,2023-12-07 23:58:58,0
0,0,2023-12-08 00:00:58,0
4,48,2023-12-08 00:02:58,0
0,0,2023-12-08 00:04:58,0
0,0,2023-12-08 00:06:58,0
0,0,2023-12-08 00:08:58,0
0,0,2023-12-08 00:10:58,0
0,0,2023-12-08 00:12:58,0
0,0,2023-12-08 00:14:58,0
0,0,2023-12-08 00:16:58,0
0,0,2023-12-08 00:18:58,0
0,0,2023-12-08 00:20:58,0
0,0,2023-12-08 00:22:58,0
0,0,2023-12-08 00:24:58,0
0,0,2023-12-08 00:26:58,0
0,0,2023-12-08 00:28:58,0
0,0,2023-12-08 00:30:58,0
0,0,2023-12-08 00:32:58,0
0,0,2023-12-08 00:34:58,0
0,0,2023-12-08 00:36:58,0
0,0,2023-12-08 00:38:58,0
0,0,2023-12-08 00:40:58,0
0,0,2023-12-08 00:42:58,0
0,0,2023-12-08 00:44:58,0
0,0,2023-12-08 00:46:58,0
0,0,2023-12-08 00:48:58,0
0,0,2023-12-08 00:50:58,0
0,0,2023-12-08 00:52:58,0
0,0,2023-12-08 00:54:58,0
0,0,2023-12-08 00:56:58,0
0,0,2023-12-08 00:58:58,0
0,0,2023-12-08 01:00:58,0
0,0,2023-12-08 01:02:58,0
0,0,2023-12-08 01:04:58,0
0,0,2023-12-08 01:06:58,0
0,0,2023-12-08 01:08:58,0
0,0,2023-12-08 01:10:58,0
0,0,2023-12-08 01:12:58,0
0,0,2023-12-08 01:14:58,0
0,0,2023-12-08 01:16:58,0
0,0,2023-12-08 01:18:58,0
0,357,2023-12-08 01:20:58,5
0,78,2023-12-08 01:22:58,2
0,0,2023-12-08 01:24:58,0
0,0,2023-12-08 01:26:58,0
0,0,2023-12-08 01:28:58,0
0,0,2023-12-08 01:30:58,0
0,0,2023-12-08 01:32:58,0
0,0,2023-12-08 01:34:58,0
0,0,2023-12-08 01:36:58,0
0,0,2023-12-08 01:38:58,0
0,0,2023-12-08 01:40:58,0
0,0,2023-12-08 01:42:58,0
0,0,2023-12-08 01:44:58,0
0,0,2023-12-08 01:46:58,0
0,0,2023-12-08 01:48:58,0
0,0,2023-12-08 01:50:58,0
0,0,2023-12-08 01:52:58,0
0,142,2023-12-08 01:54:58,1
0,0,2023-12-08 01:56:58,0
0,212,2023-12-08 01:58:58,12
0,159,2023-12-08 02:00:58,9
0,106,2023-12-08 02:02:58,6
0,921,2023-12-08 02:04:58,22
0,212,2023-12-08 02:06:58,12
0,477,2023-12-08 02:08:58,27
0,424,2023-12-08 02:10:58,24
0,354,2023-12-08 02:12:58,18
0,477,2023-12-08 02:14:58,27
0,212,2023-12-08 02:16:58,12
0,106,2023-12-08 02:18:58,6
0,106,2023-12-08 02:20:58,6
0,815,2023-12-08 02:22:58,16
0,2132,2023-12-08 02:24:58,30
0,357,2023-12-08 02:26:58,5
0,0,2023-12-08 02:28:58,0
0,0,2023-12-08 02:30:58,0
0,0,2023-12-08 02:32:58,0
0,0,2023-12-08 02:34:58,0
0,0,2023-12-08 02:36:58,0
0,0,2023-12-08 02:38:58,0
0,0,2023-12-08 02:40:58,0
0,0,2023-12-08 02:42:58,0
0,0,2023-12-08 02:44:58,0
0,0,2023-12-08 02:46:58,0
0,0,2023-12-08 02:48:58,0
0,0,2023-12-08 02:50:58,0
0,0,2023-12-08 02:52:58,0
0,0,2023-12-08 02:54:58,0
0,0,2023-12-08 02:56:58,0
0,0,2023-12-08 02:58:58,0
0,0,2023-12-08 03:00:58,0
0,0,2023-12-08 03:02:58,0
0,0,2023-12-08 03:04:58,0
0,0,2023-12-08 03:06:58,0
0,0,2023-12-08 03:08:58,0
0,0,2023-12-08 03:10:58,0
0,0,2023-12-08 03:12:58,0
0,0,2023-12-08 03:14:58,0
0,0,2023-12-08 03:16:58,0
0,0,2023-12-08 03:18:58,0
0,0,2023-12-08 03:20:58,0
0,0,2023-12-08 03:22:58,0
0,0,2023-12-08 03:24:58,0
0,0,2023-12-08 03:26:58,0
0,0,2023-12-08 03:28:58,0
0,0,2023-12-08 03:30:58,0
0,0,2023-12-08 03:32:58,0
0,0,2023-12-08 03:34:58,0
0,0,2023-12-08 03:36:58,0
0,0,2023-12-08 03:38:58,0
0,0,2023-12-08 03:40:58,0
0,0,2023-12-08 03:42:58,0
0,0,2023-12-08 03:44:58,0
0,0,2023-12-08 03:46:58,0
0,0,2023-12-08 03:48:58,0
0,0,2023-12-08 03:50:58,0
0,0,2023-12-08 03:52:58,0
0,0,2023-12-08 03:54:58,0
0,0,2023-12-08 03:56:58,0
0,0,2023-12-08 03:58:58,0
0,0,2023-12-08 04:00:58,0
0,0,2023-12-08 04:02:58,0
0,0,2023-12-08 04:04:58,0
0,0,2023-12-08 04:06:58,0
0,0,2023-12-08 04:08:58,0
0,0,2023-12-08 04:10:58,0
0,0,2023-12-08 04:12:58,0
0,0,2023-12-08 04:14:58,0
0,0,2023-12-08 04:16:58,0
0,0,2023-12-08 04:18:58,0
0,0,2023-12-08 04:20:58,0
0,0,2023-12-08 04:22:58,0
0,0,2023-12-08 04:24:58,0
0,0,2023-12-08 04:26:58,0
0,0,2023-12-08 04:28:58,0
0,0,2023-12-08 04:30:58,0
0,0,2023-12-08 04:32:58,0
0,0,2023-12-08 04:34:58,0
0,0,2023-12-08 04:36:58,0
0,0,2023-12-08 04:38:58,0
0,0,2023-12-08 04:40:58,0
0,0,2023-12-08 04:42:58,0
0,0,2023-12-08 04:44:58,0
0,0,2023-12-08 04:46:58,0
0,0,2023-12-08 04:48:58,0
0,0,2023-12-08 04:50:58,0
0,0,2023-12-08 04:52:58,0
0,0,2023-12-08 04:54:58,0
0,0,2023-12-08 04:56:58,0
0,0,2023-12-08 04:58:58,0
0,0,2023-12-08 05:00:58,0
0,0,2023-12-08 05:02:58,0
0,0,2023-12-08 05:04:58,0
0,0,2023-12-08 05:06:58,0
0,0,2023-12-08 05:08:58,0
0,0,2023-12-08 05:10:58,0
0,0,2023-12-08 05:12:58,0
0,0,2023-12-08 05:14:58,0
0,0,2023-12-08 05:16:58,0
0,0,2023-12-08 05:18:58,0
0,0,2023-12-08 05:20:58,0
0,0,2023-12-08 05:22:58,0
0,0,2023-12-08 05:24:58,0
0,0,2023-12-08 05:26:58,0
0,0,2023-12-08 05:28:58,0
0,0,2023-12-08 05:30:58,0
0,0,2023-12-08 05:32:58,0
0,0,2023-12-08 05:34:58,0
0,0,2023-12-08 05:36:58,0
