timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set
1650480718,0.0,0.000766755,0.0,0.003501147031784,0.0035006999969482
1650480719,0.0,0.000766755,0.0,0.003501147031784,0.0035006999969482
1650480720,0.0,0.000766755,0.0,0.003501147031784,0.0035006999969482
1650480721,0.0,0.0005095455,0.0,0.003501147031784,0.0035006999969482
1650480722,0.0,0.001126775,0.0,0.003501147031784,0.0035006999969482
1650480723,0.0,0.001126775,0.0,0.003501147031784,0.0035006999969482
1650480724,0.0,0.0009368745,0.0,0.003501147031784,0.0035006999969482
1650480725,0.0,0.001199242,0.0,0.003501147031784,0.0035006999969482
1650480726,0.0,0.001199242,0.0,0.003501147031784,0.0035006999969482
1650480727,0.005,0.0009797205,0.0,0.003501147031784,0.0035006999969482
1650480728,0.005,0.0009797205,0.0,0.003501147031784,0.0035006999969482
1650480729,0.0,0.0007000925,0.0,0.003501147031784,0.0035006999969482
1650480730,0.0,0.000875022,0.0,0.003501147031784,0.0035006999969482
1650480731,0.0,0.000987385,0.0,0.003501147031784,0.0035006999969482
1650480732,0.0,0.000987385,0.0,0.003501147031784,0.0035006999969482
1650480733,0.0,0.000944647,0.0,0.003501147031784,0.0035006999969482
1650480734,0.0,0.001023268,0.0,0.003501147031784,0.0035006999969482
1650480735,0.0,0.001023268,0.0,0.003501147031784,0.0035006999969482
1650480736,0.0,0.0005259125,0.0,0.003501147031784,0.0035006999969482
1650480737,0.0,0.001654495,0.0,0.003501147031784,0.0035006999969482
1650480738,0.0,0.001654495,0.0,0.003501147031784,0.0035006999969482
1650480739,0.0,0.0007501185,0.0,0.003501147031784,0.0035006999969482
1650480740,0.0,0.00139866,0.0,0.003501147031784,0.0035006999969482
1650480741,0.0,0.000846883,0.0,0.003501147031784,0.0035006999969482
1650480742,0.0,0.000846883,0.0,0.003501147031784,0.0035006999969482
1650480743,0.0,0.0009511275,0.0,0.003501147031784,0.0035006999969482
1650480744,0.0,0.001275823,0.0,0.003501147031784,0.0035006999969482
1650480745,0.0,0.001275823,0.0,0.003501147031784,0.0035006999969482
1650480746,0.0,0.0006522435,0.0,0.003501147031784,0.0035006999969482
1650480747,0.0,0.0006522435,0.0,0.003501147031784,0.0035006999969482
1650480748,0.0,0.000869037,0.005,0.003501147031784,0.0035006999969482
1650480749,0.0,0.001048768,0.0,0.003501147031784,0.0035006999969482
1650480750,0.0,0.000883235,0.0,0.003501147031784,0.0035006999969482
1650480751,0.0,0.000883235,0.0,0.003501147031784,0.0035006999969482
1650480752,0.0,0.0010457005,0.0,0.003501147031784,0.0035006999969482
1650480753,0.0,0.000840268,0.0,0.003501147031784,0.0035006999969482
1650480754,0.0,0.000840268,0.0,0.003501147031784,0.0035006999969482
1650480755,0.0,0.0006919275,0.0,0.003501147031784,0.0035006999969482
1650480756,0.0,0.0006919275,0.0,0.003501147031784,0.0035006999969482
1650480757,0.0,0.0010277615,0.0,0.003501147031784,0.0035006999969482
1650480758,0.0,0.000858465,0.0,0.003501147031784,0.0035006999969482
1650480759,0.0,0.000807514,0.0,0.003501147031784,0.0035006999969482
1650480760,0.0,0.000807514,0.0,0.003501147031784,0.0035006999969482
1650480761,0.0,0.000689748,0.0,0.003501147031784,0.0035006999969482
1650480762,0.0,0.000689748,0.0,0.003501147031784,0.0035006999969482
1650480763,0.0,0.001213683,0.0,0.003501147031784,0.0035006999969482
1650480764,0.0,0.001254036,0.0,0.003501147031784,0.0035006999969482
1650480765,0.0,0.001176821,0.0,0.003501147031784,0.0035006999969482
1650480766,0.0,0.001176821,0.0,0.003501147031784,0.0035006999969482
1650480767,0.005,0.0011080725,0.0,0.003501147031784,0.0035006999969482
1650480768,0.0,0.001249719,0.0,0.003501147031784,0.0035006999969482
1650480769,0.0,0.001249719,0.0,0.003501147031784,0.0035006999969482
1650480770,0.0,0.000639088,0.0,0.003501147031784,0.0035006999969482
1650480771,0.0,0.000837601,0.0,0.003501147031784,0.0035006999969482
1650480772,0.0,0.000837601,0.0,0.003501147031784,0.0035006999969482
1650480773,0.0,0.0011456215,0.005,0.003501147031784,0.0035006999969482
1650480774,0.0,0.0011456215,0.005,0.003501147031784,0.0035006999969482
1650480775,0.0,0.0006921855,0.0,0.003501147031784,0.0035006999969482
1650480776,0.0,0.001130641,0.0,0.003501147031784,0.0035006999969482
1650480777,0.0,0.001130641,0.0,0.003501147031784,0.0035006999969482
1650480778,0.0,0.0008974475,0.0,0.003501147031784,0.0035006999969482
1650480779,0.03,0.188072346,0.17,0.003501147031784,0.0035006999969482
1650480780,0.03,0.188072346,0.17,0.003501147031784,0.0035006999969482
1650480781,0.0,0.000836994,0.0,0.003501147031784,0.0035006999969482
1650480782,0.0,0.002102154,0.0,0.003501147031784,0.0035006999969482
1650480783,0.0,0.000804054,0.0,0.003501147031784,0.0035006999969482
1650480784,0.0,0.000858378,0.0,0.003501147031784,0.0035006999969482
