rx_bytes,tx_bytes,timestamp
0,0,1650480871
0,0,1650480872
192.5,95,1650480873
192.5,95,1650480874
0,0,1650480875
0,0,1650480876
0,0,1650480877
0,0,1650480878
0,0,1650480879
0,0,1650480880
0,0,1650480881
0,0,1650480882
0,0,1650480883
192.5,95,1650480884
0,0,1650480885
0,0,1650480886
0,0,1650480887
0,0,1650480888
0,0,1650480889
0,0,1650480890
0,0,1650480891
0,0,1650480892
192.5,95,1650480893
192.5,95,1650480894
0,0,1650480895
0,0,1650480896
0,0,1650480897
0,0,1650480898
1238,1763,1650480899
1238,1763,1650480900
0,0,1650480901
0,0,1650480902
0,0,1650480903
469,274,1650480904
42,42,1650480905
42,42,1650480906
0,0,1650480907
0,0,1650480908
0,0,1650480909
0,0,1650480910
0,0,1650480911
0,0,1650480912
192.5,95,1650480913
0,0,1650480914
0,0,1650480915
0,0,1650480916
0,0,1650480917
0,0,1650480918
0,0,1650480919
0,0,1650480920
0,0,1650480921
0,0,1650480922
385,190,1650480923
70,0,1650480924
70,0,1650480925
0,0,1650480926
0,0,1650480927
0,0,1650480928
0,0,1650480929
0,0,1650480930
0,0,1650480931
0,0,1650480932
0,0,1650480933
192.5,95,1650480934
192.5,95,1650480935
0,0,1650480936
0,0,1650480937
0,0,1650480938
0,0,1650480939
0,0,1650480940
0,0,1650480941
0,0,1650480942
0,0,1650480943
192.5,95,1650480944
0,0,1650480945
0,0,1650480946
0,0,1650480947
0,0,1650480948
0,0,1650480949
0,0,1650480950
0,0,1650480951
0,0,1650480952
0,0,1650480953
385,190,1650480954
0,0,1650480955
0,0,1650480956
0,0,1650480957
0,0,1650480958
1238,1761,1650480959
1238,1761,1650480960
0,0,1650480961
0,0,1650480962
385,190,1650480963
385,190,1650480964
63,63,1650480965
0,0,1650480966
0,0,1650480967
0,0,1650480968
0,0,1650480969
0,0,1650480970
0,0,1650480971
0,0,1650480972
192.5,95,1650480973
192.5,95,1650480974
0,0,1650480975
0,0,1650480976
0,0,1650480977
0,0,1650480978
0,0,1650480979
0,0,1650480980
0,0,1650480981
0,0,1650480982
0,0,1650480983
192.5,95,1650480984
192.5,95,1650480985
0,0,1650480986
0,0,1650480987
0,0,1650480988
0,0,1650480989
0,0,1650480990
0,0,1650480991
0,0,1650480992
192.5,95,1650480993
0,0,1650480994
0,0,1650480995
0,0,1650480996
0,0,1650480997
0,0,1650480998
0,0,1650480999
0,0,1650481000
0,0,1650481001
0,0,1650481002
385,190,1650481003
0,0,1650481004
0,0,1650481005
0,0,1650481006
0,0,1650481007
0,0,1650481008
0,0,1650481009
0,0,1650481010
0,0,1650481011
0,0,1650481012
0,0,1650481013
385,190,1650481014
385,190,1650481015
0,0,1650481016
0,0,1650481017
0,0,1650481018
0,0,1650481019
0,0,1650481020
619,880.5,1650481021
0,0,1650481022
0,0,1650481023
192.5,95,1650481024
126,126,1650481025
126,126,1650481026
0,0,1650481027
0,0,1650481028
0,0,1650481029
0,0,1650481030
0,0,1650481031
0,0,1650481032
0,0,1650481033
192.5,95,1650481034
0,0,1650481035
0,0,1650481036
0,0,1650481037
0,0,1650481038
0,0,1650481039
0,0,1650481040
0,0,1650481041
0,0,1650481042
192.5,95,1650481043
0,0,1650481044
0,0,1650481045
0,0,1650481046
0,0,1650481047
0,0,1650481048
0,0,1650481049
0,0,1650481050
0,0,1650481051
0,0,1650481052
385,190,1650481053
0,0,1650481054
0,0,1650481055
0,0,1650481056
0,0,1650481057
0,0,1650481058
0,0,1650481059
0,0,1650481060
0,0,1650481061
0,0,1650481062
192.5,95,1650481063
0,0,1650481064
0,0,1650481065
0,0,1650481066
0,0,1650481067
0,0,1650481068
0,0,1650481069
0,0,1650481070
0,0,1650481071
0,0,1650481072
192.5,95,1650481073
192.5,95,1650481074
0,0,1650481075
0,0,1650481076
0,0,1650481077
0,0,1650481078
0,0,1650481079
0,0,1650481080
619,881.5,1650481081
619,881.5,1650481082
192.5,95,1650481083
0,0,1650481084
126,126,1650481085
126,126,1650481086
0,0,1650481087
0,0,1650481088
0,0,1650481089
0,0,1650481090
0,0,1650481091
0,0,1650481092
192.5,95,1650481093
0,0,1650481094
0,0,1650481095
0,0,1650481096
0,0,1650481097
0,0,1650481098
0,0,1650481099
0,0,1650481100
0,0,1650481101
0,0,1650481102
385,190,1650481103
385,190,1650481104
0,0,1650481105
0,0,1650481106
0,0,1650481107
0,0,1650481108
0,0,1650481109
0,0,1650481110
0,0,1650481111
0,0,1650481112
192.5,95,1650481113
192.5,95,1650481114
0,0,1650481115
0,0,1650481116
0,0,1650481117
0,0,1650481118
0,0,1650481119
0,0,1650481120
0,0,1650481121
0,0,1650481122
385,190,1650481123
385,190,1650481124
0,0,1650481125
0,0,1650481126
0,0,1650481127
0,0,1650481128
0,0,1650481129
0,0,1650481130
0,0,1650481131
0,0,1650481132
192.5,95,1650481133
0,0,1650481134
0,0,1650481135
0,0,1650481136
0,0,1650481137
0,0,1650481138
0,0,1650481139
0,0,1650481140
0,0,1650481141
619,881.5,1650481142
385,190,1650481143
385,190,1650481144
0,0,1650481145
0,0,1650481146
63,63,1650481147
0,0,1650481148
0,0,1650481149
0,0,1650481150
0,0,1650481151
0,0,1650481152
385,190,1650481153
385,190,1650481154
0,0,1650481155
0,0,1650481156
0,0,1650481157
0,0,1650481158
0,0,1650481159
0,0,1650481160
0,0,1650481161
0,0,1650481162
0,0,1650481163
385,190,1650481164
0,0,1650481165
0,0,1650481166
0,0,1650481167
0,0,1650481168
0,0,1650481169
0,0,1650481170
0,0,1650481171
0,0,1650481172
0,0,1650481173
192.5,95,1650481174
0,0,1650481175
0,0,1650481176
0,0,1650481177
0,0,1650481178
0,0,1650481179
0,0,1650481180
0,0,1650481181
0,0,1650481182
0,0,1650481183
192.5,95,1650481184
0,0,1650481185
0,0,1650481186
0,0,1650481187
0,0,1650481188
0,0,1650481189
0,0,1650481190
0,0,1650481191
0,0,1650481192
192.5,95,1650481193
0,0,1650481194
0,0,1650481195
0,0,1650481196
0,0,1650481197
0,0,1650481198
0,0,1650481199
0,0,1650481200
0,0,1650481201
619,880.5,1650481202
619,880.5,1650481203
192.5,95,1650481204
0,0,1650481205
0,0,1650481206
63,63,1650481207
0,0,1650481208
0,0,1650481209
0,0,1650481210
0,0,1650481211
0,0,1650481212
192.5,95,1650481213
0,0,1650481214
0,0,1650481215
0,0,1650481216
0,0,1650481217
0,0,1650481218
0,0,1650481219
0,0,1650481220
0,0,1650481221
0,0,1650481222
385,190,1650481223
385,190,1650481224
0,0,1650481225
0,0,1650481226
0,0,1650481227
0,0,1650481228
0,0,1650481229
0,0,1650481230
0,0,1650481231
0,0,1650481232
0,0,1650481233
192.5,95,1650481234
0,0,1650481235
0,0,1650481236
0,0,1650481237
0,0,1650481238
0,0,1650481239
0,0,1650481240
0,0,1650481241
0,0,1650481242
385,190,1650481243
385,190,1650481244
0,0,1650481245
0,0,1650481246
0,0,1650481247
0,0,1650481248
0,0,1650481249
0,0,1650481250
0,0,1650481251
0,0,1650481252
192.5,95,1650481253
0,0,1650481254
0,0,1650481255
0,0,1650481256
0,0,1650481257
0,0,1650481258
0,0,1650481259
0,0,1650481260
0,0,1650481261
619,880.5,1650481262
385,190,1650481263
0,0,1650481264
0,0,1650481265
42,42,1650481266
42,42,1650481267
21,21,1650481268
21,21,1650481269
0,0,1650481270
0,0,1650481271
0,0,1650481272
0,0,1650481273
192.5,95,1650481274
0,0,1650481275
0,0,1650481276
0,0,1650481277
0,0,1650481278
0,0,1650481279
0,0,1650481280
0,0,1650481281
0,0,1650481282
385,190,1650481283
385,190,1650481284
0,0,1650481285
0,0,1650481286
0,0,1650481287
0,0,1650481288
0,0,1650481289
0,0,1650481290
0,0,1650481291
0,0,1650481292
192.5,95,1650481293
0,0,1650481294
0,0,1650481295
0,0,1650481296
0,0,1650481297
0,0,1650481298
0,0,1650481299
0,0,1650481300
0,0,1650481301
0,0,1650481302
385,190,1650481303
385,190,1650481304
0,0,1650481305
0,0,1650481306
0,0,1650481307
0,0,1650481308
0,0,1650481309
0,0,1650481310
0,0,1650481311
0,0,1650481312
192.5,95,1650481313
192.5,95,1650481314
0,0,1650481315
0,0,1650481316
0,0,1650481317
0,0,1650481318
0,0,1650481319
0,0,1650481320
1238,818,1650481321
1238,818,1650481322
192.5,567.5,1650481323
192.5,567.5,1650481324
0,0,1650481325
84,84,1650481326
42,42,1650481327
42,42,1650481328
0,0,1650481329
0,0,1650481330
0,0,1650481331
0,0,1650481332
0,0,1650481333
192.5,95,1650481334
192.5,95,1650481335
0,0,1650481336
0,0,1650481337
0,0,1650481338
0,0,1650481339
0,0,1650481340
0,0,1650481341
0,0,1650481342
192.5,95,1650481343
192.5,95,1650481344
0,0,1650481345
0,0,1650481346
0,0,1650481347
0,0,1650481348
0,0,1650481349
0,0,1650481350
0,0,1650481351
0,0,1650481352
0,0,1650481353
192.5,95,1650481354
192.5,95,1650481355
0,0,1650481356
0,0,1650481357
0,0,1650481358
0,0,1650481359
0,0,1650481360
0,0,1650481361
0,0,1650481362
0,0,1650481363
192.5,95,1650481364
0,0,1650481365
0,0,1650481366
0,0,1650481367
0,0,1650481368
0,0,1650481369
0,0,1650481370
0,0,1650481371
0,0,1650481372
0,0,1650481373
192.5,95,1650481374
0,0,1650481375
0,0,1650481376
0,0,1650481377
0,0,1650481378
0,0,1650481379
0,0,1650481380
1238,818,1650481381
1238,818,1650481382
0,471.5,1650481383
385,190,1650481384
385,190,1650481385
0,0,1650481386
126,126,1650481387
0,0,1650481388
0,0,1650481389
0,0,1650481390
0,0,1650481391
0,0,1650481392
385,190,1650481393
0,0,1650481394
0,0,1650481395
0,0,1650481396
0,0,1650481397
0,0,1650481398
0,0,1650481399
0,0,1650481400
0,0,1650481401
0,0,1650481402
385,190,1650481403
0,0,1650481404
0,0,1650481405
0,0,1650481406
0,0,1650481407
0,0,1650481408
0,0,1650481409
0,0,1650481410
0,0,1650481411
0,0,1650481412
192.5,95,1650481413
0,0,1650481414
0,0,1650481415
0,0,1650481416
0,0,1650481417
0,0,1650481418
0,0,1650481419
0,0,1650481420
0,0,1650481421
0,0,1650481422
0,0,1650481423
192.5,95,1650481424
0,0,1650481425
0,0,1650481426
0,0,1650481427
0,0,1650481428
0,0,1650481429
0,0,1650481430
0,0,1650481431
0,0,1650481432
385,190,1650481433
385,190,1650481434
0,0,1650481435
0,0,1650481436
0,0,1650481437
0,0,1650481438
0,0,1650481439
0,0,1650481440
0,0,1650481441
0,0,1650481442
619,880.5,1650481443
385,190,1650481444
385,190,1650481445
0,0,1650481446
0,0,1650481447
63,63,1650481448
0,0,1650481449
0,0,1650481450
0,0,1650481451
0,0,1650481452
385,190,1650481453
0,0,1650481454
0,0,1650481455
0,0,1650481456
0,0,1650481457
0,0,1650481458
0,0,1650481459
0,0,1650481460
0,0,1650481461
0,0,1650481462
385,190,1650481463
385,190,1650481464
0,0,1650481465
0,0,1650481466
0,0,1650481467
0,0,1650481468
0,0,1650481469
0,0,1650481470
0,0,1650481471
0,0,1650481472
385,190,1650481473
385,190,1650481474
0,0,1650481475
0,0,1650481476
0,0,1650481477
0,0,1650481478
0,0,1650481479
0,0,1650481480
0,0,1650481481
0,0,1650481482
385,190,1650481483
385,190,1650481484
0,0,1650481485
0,0,1650481486
0,0,1650481487
0,0,1650481488
0,0,1650481489
0,0,1650481490
0,0,1650481491
0,0,1650481492
192.5,95,1650481493
192.5,95,1650481494
0,0,1650481495
0,0,1650481496
0,0,1650481497
0,0,1650481498
0,0,1650481499
0,0,1650481500
0,0,1650481501
619,409,1650481502
385,1133,1650481503
385,1133,1650481504
0,0,1650481505
0,0,1650481506
42,42,1650481507
42,42,1650481508
21,21,1650481509
0,0,1650481510
0,0,1650481511
0,0,1650481512
385,190,1650481513
385,190,1650481514
0,0,1650481515
0,0,1650481516
0,0,1650481517
0,0,1650481518
0,0,1650481519
0,0,1650481520
0,0,1650481521
0,0,1650481522
385,190,1650481523
385,190,1650481524
0,0,1650481525
0,0,1650481526
0,0,1650481527
0,0,1650481528
0,0,1650481529
0,0,1650481530
0,0,1650481531
0,0,1650481532
0,0,1650481533
192.5,95,1650481534
0,0,1650481535
0,0,1650481536
0,0,1650481537
0,0,1650481538
0,0,1650481539
0,0,1650481540
0,0,1650481541
0,0,1650481542
0,0,1650481543
192.5,95,1650481544
0,0,1650481545
0,0,1650481546
0,0,1650481547
0,0,1650481548
0,0,1650481549
0,0,1650481550
0,0,1650481551
0,0,1650481552
0,0,1650481553
192.5,95,1650481554
0,0,1650481555
0,0,1650481556
0,0,1650481557
0,0,1650481558
0,0,1650481559
0,0,1650481560
0,0,1650481561
0,0,1650481562
1238,1763,1650481563
385,190,1650481564
0,0,1650481565
0,0,1650481566
84,84,1650481567
84,84,1650481568
21,21,1650481569
0,0,1650481570
0,0,1650481571
0,0,1650481572
0,0,1650481573
192.5,95,1650481574
192.5,95,1650481575
0,0,1650481576
0,0,1650481577
0,0,1650481578
0,0,1650481579
0,0,1650481580
0,0,1650481581
0,0,1650481582
0,0,1650481583
192.5,95,1650481584
0,0,1650481585
0,0,1650481586
0,0,1650481587
0,0,1650481588
0,0,1650481589
0,0,1650481590
0,0,1650481591
0,0,1650481592
385,190,1650481593
385,190,1650481594
0,0,1650481595
0,0,1650481596
0,0,1650481597
0,0,1650481598
0,0,1650481599
0,0,1650481600
0,0,1650481601
0,0,1650481602
385,190,1650481603
385,190,1650481604
0,0,1650481605
0,0,1650481606
0,0,1650481607
0,0,1650481608
0,0,1650481609
0,0,1650481610
0,0,1650481611
0,0,1650481612
0,0,1650481613
385,190,1650481614
385,190,1650481615
0,0,1650481616
0,0,1650481617
0,0,1650481618
0,0,1650481619
0,0,1650481620
0,0,1650481621
0,0,1650481622
811.5,976.5,1650481623
0,0,1650481624
0,0,1650481625
0,0,1650481626
84,84,1650481627
84,84,1650481628
21,21,1650481629
0,0,1650481630
0,0,1650481631
0,0,1650481632
192.5,95,1650481633
0,0,1650481634
0,0,1650481635
0,0,1650481636
0,0,1650481637
0,0,1650481638
0,0,1650481639
0,0,1650481640
0,0,1650481641
0,0,1650481642
385,190,1650481643
385,190,1650481644
0,0,1650481645
0,0,1650481646
0,0,1650481647
0,0,1650481648
0,0,1650481649
0,0,1650481650
0,0,1650481651
0,0,1650481652
385,190,1650481653
385,190,1650481654
0,0,1650481655
0,0,1650481656
0,0,1650481657
0,0,1650481658
0,0,1650481659
0,0,1650481660
0,0,1650481661
0,0,1650481662
385,190,1650481663
0,0,1650481664
0,0,1650481665
0,0,1650481666
0,0,1650481667
0,0,1650481668
0,0,1650481669
0,0,1650481670
0,0,1650481671
0,0,1650481672
385,190,1650481673
385,190,1650481674
0,0,1650481675
0,0,1650481676
0,0,1650481677
0,0,1650481678
0,0,1650481679
0,0,1650481680
0,0,1650481681
0,0,1650481682
0,0,1650481683
1623,1953,1650481684
1623,1953,1650481685
0,0,1650481686
0,0,1650481687
0,0,1650481688
63,63,1650481689
0,0,1650481690
0,0,1650481691
0,0,1650481692
0,0,1650481693
192.5,95,1650481694
0,0,1650481695
0,0,1650481696
0,0,1650481697
0,0,1650481698
0,0,1650481699
0,0,1650481700
0,0,1650481701
0,0,1650481702
0,0,1650481703
192.5,95,1650481704
192.5,95,1650481705
0,0,1650481706
0,0,1650481707
0,0,1650481708
0,0,1650481709
0,0,1650481710
0,0,1650481711
0,0,1650481712
385,190,1650481713
385,190,1650481714
0,0,1650481715
0,0,1650481716
0,0,1650481717
0,0,1650481718
0,0,1650481719
0,0,1650481720
0,0,1650481721
0,0,1650481722
0,0,1650481723
192.5,95,1650481724
192.5,95,1650481725
0,0,1650481726
0,0,1650481727
0,0,1650481728
0,0,1650481729
0,0,1650481730
0,0,1650481731
0,0,1650481732
385,190,1650481733
385,190,1650481734
0,0,1650481735
0,0,1650481736
0,0,1650481737
0,0,1650481738
0,0,1650481739
0,0,1650481740
0,0,1650481741
0,0,1650481742
0,0,1650481743
811.5,975.5,1650481744
0,0,1650481745
0,0,1650481746
0,0,1650481747
0,0,1650481748
0,0,1650481749
63,63,1650481750
0,0,1650481751
0,0,1650481752
192.5,95,1650481753
0,0,1650481754
0,0,1650481755
0,0,1650481756
0,0,1650481757
0,0,1650481758
0,0,1650481759
0,0,1650481760
0,0,1650481761
0,0,1650481762
192.5,95,1650481763
0,0,1650481764
0,0,1650481765
0,0,1650481766
0,0,1650481767
0,0,1650481768
0,0,1650481769
0,0,1650481770
0,0,1650481771
0,0,1650481772
0,0,1650481773
192.5,95,1650481774
0,0,1650481775
0,0,1650481776
0,0,1650481777
0,0,1650481778
0,0,1650481779
0,0,1650481780
0,0,1650481781
0,0,1650481782
385,190,1650481783
385,190,1650481784
0,0,1650481785
0,0,1650481786
0,0,1650481787
0,0,1650481788
0,0,1650481789
0,0,1650481790
0,0,1650481791
0,0,1650481792
385,190,1650481793
385,190,1650481794
0,0,1650481795
0,0,1650481796
0,0,1650481797
0,0,1650481798
0,0,1650481799
0,0,1650481800
0,0,1650481801
0,0,1650481802
1623,1953,1650481803
1623,1953,1650481804
0,0,1650481805
0,0,1650481806
0,0,1650481807
0,0,1650481808
126,126,1650481809
126,126,1650481810
0,0,1650481811
0,0,1650481812
0,0,1650481813
192.5,95,1650481814
192.5,95,1650481815
0,0,1650481816
0,0,1650481817
0,0,1650481818
0,0,1650481819
0,0,1650481820
0,0,1650481821
0,0,1650481822
385,190,1650481823
385,190,1650481824
0,0,1650481825
0,0,1650481826
0,0,1650481827
0,0,1650481828
0,0,1650481829
0,0,1650481830
0,0,1650481831
0,0,1650481832
0,0,1650481833
192.5,95,1650481834
0,0,1650481835
0,0,1650481836
0,0,1650481837
0,0,1650481838
0,0,1650481839
0,0,1650481840
0,0,1650481841
0,0,1650481842
0,0,1650481843
192.5,95,1650481844
0,0,1650481845
0,0,1650481846
0,0,1650481847
0,0,1650481848
0,0,1650481849
0,0,1650481850
0,0,1650481851
0,0,1650481852
192.5,95,1650481853
192.5,95,1650481854
0,0,1650481855
0,0,1650481856
0,0,1650481857
0,0,1650481858
0,0,1650481859
0,0,1650481860
0,0,1650481861
0,0,1650481862
385,190,1650481863
385,190,1650481864
619,881.5,1650481865
0,0,1650481866
0,0,1650481867
0,0,1650481868
42,42,1650481869
42,42,1650481870
0,0,1650481871
0,0,1650481872
0,0,1650481873
385,190,1650481874
385,190,1650481875
0,0,1650481876
0,0,1650481877
0,0,1650481878
0,0,1650481879
0,0,1650481880
0,0,1650481881
0,0,1650481882
385,190,1650481883
385,190,1650481884
0,0,1650481885
0,0,1650481886
0,0,1650481887
0,0,1650481888
0,0,1650481889
0,0,1650481890
0,0,1650481891
0,0,1650481892
0,0,1650481893
192.5,95,1650481894
192.5,95,1650481895
0,0,1650481896
0,0,1650481897
0,0,1650481898
0,0,1650481899
0,0,1650481900
0,0,1650481901
0,0,1650481902
0,0,1650481903
192.5,95,1650481904
192.5,95,1650481905
0,0,1650481906
0,0,1650481907
0,0,1650481908
0,0,1650481909
0,0,1650481910
0,0,1650481911
0,0,1650481912
385,190,1650481913
0,0,1650481914
0,0,1650481915
0,0,1650481916
0,0,1650481917
0,0,1650481918
0,0,1650481919
0,0,1650481920
0,0,1650481921
0,0,1650481922
0,0,1650481923
811.5,504,1650481924
811.5,504,1650481925
0,471.5,1650481926
0,0,1650481927
0,0,1650481928
84,84,1650481929
84,84,1650481930
21,21,1650481931
21,21,1650481932
192.5,95,1650481933
192.5,95,1650481934
0,0,1650481935
0,0,1650481936
0,0,1650481937
0,0,1650481938
0,0,1650481939
0,0,1650481940
0,0,1650481941
0,0,1650481942
0,0,1650481943
192.5,95,1650481944
0,0,1650481945
0,0,1650481946
0,0,1650481947
0,0,1650481948
0,0,1650481949
0,0,1650481950
0,0,1650481951
0,0,1650481952
385,190,1650481953
385,190,1650481954
0,0,1650481955
0,0,1650481956
0,0,1650481957
0,0,1650481958
0,0,1650481959
0,0,1650481960
0,0,1650481961
0,0,1650481962
0,0,1650481963
192.5,95,1650481964
192.5,95,1650481965
0,0,1650481966
0,0,1650481967
0,0,1650481968
0,0,1650481969
0,0,1650481970
0,0,1650481971
0,0,1650481972
192.5,95,1650481973
0,0,1650481974
0,0,1650481975
0,0,1650481976
0,0,1650481977
0,0,1650481978
0,0,1650481979
0,0,1650481980
0,0,1650481981
0,0,1650481982
0,0,1650481983
192.5,95,1650481984
192.5,95,1650481985
619,880.5,1650481986
0,0,1650481987
0,0,1650481988
0,0,1650481989
126,126,1650481990
126,126,1650481991
0,0,1650481992
385,190,1650481993
385,190,1650481994
0,0,1650481995
0,0,1650481996
0,0,1650481997
0,0,1650481998
0,0,1650481999
0,0,1650482000
0,0,1650482001
0,0,1650482002
0,0,1650482003
192.5,95,1650482004
0,0,1650482005
0,0,1650482006
0,0,1650482007
0,0,1650482008
0,0,1650482009
0,0,1650482010
0,0,1650482011
0,0,1650482012
192.5,95,1650482013
192.5,95,1650482014
0,0,1650482015
0,0,1650482016
0,0,1650482017
0,0,1650482018
0,0,1650482019
0,0,1650482020
0,0,1650482021
0,0,1650482022
0,0,1650482023
385,190,1650482024
0,0,1650482025
0,0,1650482026
0,0,1650482027
0,0,1650482028
0,0,1650482029
0,0,1650482030
0,0,1650482031
0,0,1650482032
192.5,95,1650482033
0,0,1650482034
0,0,1650482035
0,0,1650482036
0,0,1650482037
0,0,1650482038
0,0,1650482039
0,0,1650482040
0,0,1650482041
0,0,1650482042
0,0,1650482043
192.5,95,1650482044
1238,1761,1650482045
1238,1761,1650482046
0,0,1650482047
0,0,1650482048
0,0,1650482049
63,63,1650482050
0,0,1650482051
0,0,1650482052
192.5,95,1650482053
0,0,1650482054
0,0,1650482055
0,0,1650482056
0,0,1650482057
0,0,1650482058
0,0,1650482059
0,0,1650482060
0,0,1650482061
0,0,1650482062
0,0,1650482063
385,190,1650482064
385,190,1650482065
0,0,1650482066
0,0,1650482067
0,0,1650482068
0,0,1650482069
0,0,1650482070
0,0,1650482071
0,0,1650482072
0,0,1650482073
0,0,1650482074
192.5,95,1650482075
0,0,1650482076
0,0,1650482077
0,0,1650482078
0,0,1650482079
0,0,1650482080
0,0,1650482081
0,0,1650482082
192.5,95,1650482083
192.5,95,1650482084
0,0,1650482085
0,0,1650482086
0,0,1650482087
0,0,1650482088
0,0,1650482089
0,0,1650482090
0,0,1650482091
0,0,1650482092
385,190,1650482093
385,190,1650482094
0,0,1650482095
0,0,1650482096
0,0,1650482097
0,0,1650482098
0,0,1650482099
0,0,1650482100
0,0,1650482101
0,0,1650482102
0,0,1650482103
192.5,95,1650482104
1238,818,1650482105
0,943,1650482106
0,0,1650482107
0,0,1650482108
0,0,1650482109
84,84,1650482110
84,84,1650482111
21,21,1650482112
21,21,1650482113
192.5,95,1650482114
0,0,1650482115
0,0,1650482116
0,0,1650482117
0,0,1650482118
0,0,1650482119
0,0,1650482120
0,0,1650482121
0,0,1650482122
0,0,1650482123
192.5,95,1650482124
192.5,95,1650482125
0,0,1650482126
0,0,1650482127
0,0,1650482128
0,0,1650482129
0,0,1650482130
0,0,1650482131
0,0,1650482132
192.5,95,1650482133
192.5,95,1650482134
0,0,1650482135
0,0,1650482136
0,0,1650482137
0,0,1650482138
0,0,1650482139
0,0,1650482140
0,0,1650482141
0,0,1650482142
0,0,1650482143
192.5,95,1650482144
0,0,1650482145
0,0,1650482146
0,0,1650482147
0,0,1650482148
0,0,1650482149
0,0,1650482150
0,0,1650482151
0,0,1650482152
385,190,1650482153
385,190,1650482154
0,0,1650482155
0,0,1650482156
0,0,1650482157
0,0,1650482158
0,0,1650482159
0,0,1650482160
0,0,1650482161
0,0,1650482162
385,190,1650482163
385,190,1650482164
0,0,1650482165
1238,1761,1650482166
1238,1761,1650482167
0,0,1650482168
0,0,1650482169
0,0,1650482170
126,126,1650482171
126,126,1650482172
192.5,95,1650482173
0,0,1650482174
0,0,1650482175
0,0,1650482176
0,0,1650482177
0,0,1650482178
0,0,1650482179
0,0,1650482180
0,0,1650482181
0,0,1650482182
192.5,95,1650482183
192.5,95,1650482184
0,0,1650482185
0,0,1650482186
0,0,1650482187
0,0,1650482188
0,0,1650482189
0,0,1650482190
0,0,1650482191
0,0,1650482192
385,190,1650482193
385,190,1650482194
0,0,1650482195
0,0,1650482196
0,0,1650482197
0,0,1650482198
0,0,1650482199
0,0,1650482200
0,0,1650482201
0,0,1650482202
0,0,1650482203
385,190,1650482204
0,0,1650482205
0,0,1650482206
0,0,1650482207
0,0,1650482208
0,0,1650482209
0,0,1650482210
0,0,1650482211
0,0,1650482212
0,0,1650482213
385,190,1650482214
0,0,1650482215
0,0,1650482216
0,0,1650482217
0,0,1650482218
0,0,1650482219
0,0,1650482220
0,0,1650482221
0,0,1650482222
192.5,95,1650482223
192.5,95,1650482224
0,0,1650482225
1238,1761,1650482226
1238,1761,1650482227
0,0,1650482228
0,0,1650482229
0,0,1650482230
63,63,1650482231
63,63,1650482232
