timestamp,value
1692548400,0
1692548520,0
1692548640,0
1692548760,0
1692548880,0
1692549000,0
1692549120,0
1692549240,0
1692549360,0
1692549480,0
1692549600,0
1692549720,0
1692549840,0
1692549960,0
1692550080,0
1692550200,0
1692550320,0
1692550440,0
1692550560,0
1692550680,0
1692550800,0
1692550920,0
1692551040,0
1692551160,0
1692551280,0
1692551400,0
1692551520,0
1692551640,0
1692551760,0
1692551880,0
1692552000,0
1692552120,0
1692552240,0
1692552360,0
1692552480,0
1692552600,0
1692552720,0
1692552840,0
1692552960,0
1692553080,0
1692553200,0
1692553320,0
1692553440,0
1692553560,0
1692553680,0
1692553800,0
1692553920,0
1692554040,0
1692554160,0
1692554280,0
1692554400,0
1692554520,0
1692554640,0
1692554760,0
1692554880,0
1692555000,0
1692555120,0
1692555240,0
1692555360,0
1692555480,0
1692555600,0
1692555720,0
1692555840,0
1692555960,0
1692556080,0
1692556200,0
1692556320,0
1692556440,0
1692556560,0
1692556680,0
1692556800,0
1692556920,0
1692557040,0
1692557160,0
1692557280,0
1692557400,0
1692557520,0
1692557640,0
1692557760,0
1692557880,0
1692558000,0
1692558120,0
1692558240,0
1692558360,0
1692558480,0
1692558600,0
1692558720,0
1692558840,0
1692558960,0
1692559080,0
1692559200,0
1692559320,0
1692559440,0
1692559560,0
1692559680,0
1692559800,0
1692559920,0
1692560040,0
1692560160,0
1692560280,0
1692560400,0
1692560520,0
1692560640,0
1692560760,0
1692560880,0
1692561000,0
1692561120,0
1692561240,0
1692561360,0
1692561480,0
1692561600,0
1692561720,0
1692561840,0
1692561960,0
1692562080,0
1692562200,0
1692562320,0
1692562440,0
1692562560,0
1692562680,0
1692562800,0
1692562920,0
1692563040,0
1692563160,0
1692563280,0
1692563400,0
1692563520,0
1692563640,0
1692563760,0
1692563880,0
1692564000,0
1692564120,0
1692564240,0
1692564360,0
1692564480,0
1692564600,0
1692564720,0
1692564840,0
1692564960,0
1692565080,0
1692565200,0
1692565320,0
1692565440,0
1692565560,0
1692565680,0
