timestamp,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj3-rd-ylint-prod-01"", mode=~""idle""}[1m])) by (mode, hostname)","node_load1{hostname=~""bj3-rd-ylint-prod-01""}","node_load5{hostname=~""bj3-rd-ylint-prod-01""}","node_load15{hostname=~""bj3-rd-ylint-prod-01""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj3-rd-ylint-prod-01""}/node_memory_MemTotal_bytes{hostname=~""bj3-rd-ylint-prod-01""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_writes_completed_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_read_time_seconds_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_write_time_seconds_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_read_bytes_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_written_bytes_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","node_netstat_Tcp_CurrEstab{hostname=~""bj3-rd-ylint-prod-01""}","node_sockstat_TCP_tw{hostname=~""bj3-rd-ylint-prod-01""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj3-rd-ylint-prod-01""}[1m])","node_sockstat_TCP_alloc{hostname=~""bj3-rd-ylint-prod-01""}","node_sockstat_TCP_inuse{hostname=~""bj3-rd-ylint-prod-01""}","probe_duration_seconds{hostname=~""bj3-rd-ylint-prod-01""}","irate(node_network_receive_bytes_total{hostname=~""bj3-rd-ylint-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj3-rd-ylint-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
1691389957,0.21550000011920922,1.4,1.28,1.49,30.80467229230406,0.5720779293993965,0.3228944249832022,0,3.2,0,0.002666666661389172,0,26760.533333333333,223,105,2.1333333333333333,3.3333333333333335,269,221,0.000325712,203248,400811.73333333334
1691390077,0.21950000015397864,1.18,1.29,1.48,31.034218505639632,0.5716589050118077,0.32291684632485296,0.8,3.2,0.0012666666666821887,0.004466666661513349,155921.06666666668,210807.46666666667,228,168,6,3.2,276,224,0.000342977,819879.4666666667,437365.86666666664
1691390197,0.35100000016391275,4.01,2.34,1.83,28.52176680418369,0.5716682361046419,0.3233280269879004,0.7333333333333333,0.8666666666666667,0.0006000000013348957,0.0002666666638106108,30856.533333333333,13653.333333333334,228,115,2.6666666666666665,3.2,271,219,0.000283513,150664,407548.26666666666
1691390317,0.18108333349227912,1.71,2.09,1.81,30.763683204504677,0.5716724156566406,0.3234649192587915,0,0.8666666666666667,0,0.0006666666672875484,0,17476.266666666666,223,99,1.4666666666666666,3.1333333333333333,272,221,0.000378919,147174.93333333332,410165.3333333333
1691390437,0.3612500000745059,2.81,2.31,1.92,24.977693345490536,0.5716754288220351,0.3235911357154082,0,10.8,0,0.011999999995653828,0,104311.46666666666,223,130,2.1333333333333333,3.2,266,215,0.000299385,8248464.533333333,564670.9333333333
1691390557,0.06783333346247677,1.89,2.31,1.98,25.002330728124345,0.5716798999706848,0.32395763260181054,0,6.866666666666666,0,0.0066666666651144625,0,73454.93333333333,224,188,2.933333333333333,3.1333333333333333,267,215,0.000316744,107010956.26666667,1958340.2666666666
1691390677,0.5939999998857577,4.49,2.68,2.13,27.36449317523756,0.5717339425500165,0.32417517969029064,0.8,10.4,0.000733333333240201,0.012533333338797092,14745.6,256682.66666666666,226,164,6.133333333333334,3.066666666666667,269,216,0.002082389,16321668.266666668,1221946.1333333333
1691390797,0.2887500001738469,2.26,2.46,2.12,28.538228334234706,0.5717715585180048,0.32485082947685606,0,4.466666666666667,0,0.003999999995964269,0,36317.86666666667,231,125,3.2666666666666666,3.466666666666667,276,224,0.000313927,302082393.06666666,3138699.7333333334
1691390917,0.4531666667511066,2.33,2.38,2.13,43.86549917118819,0.5717762240644219,0.32507842256664277,0.06666666666666667,1.5333333333333334,0.0000666666659526527,0.00259999999931703,273.06666666666666,25668.266666666666,226,116,2.6,3.1333333333333333,269,219,0.000345623,138126.93333333332,393673.06666666665
1691391037,0.23608333331843212,1.54,2.07,2.05,28.4194588220134,0.571780889610839,0.3252555472899117,0,6.466666666666667,0,0.008200000001428029,0,57890.13333333333,230,214,6.533333333333333,3.3333333333333335,277,226,0.000320434,932174.4,480657.6
1691391157,0.3071666665375232,3.79,2.78,2.31,28.956783175413282,0.5717856523561398,0.3260383834920386,0.26666666666666666,0.6,0.00026666666575086615,0.0004666666655490796,1092.2666666666667,6553.6,234,146,3.7333333333333334,3.3333333333333335,280,227,0.00028827,580325.3333333334,1380589.8666666667
1691391277,0.8566666668901841,5.23,3.25,2.52,34.54518586275501,0.5718385285488673,0.326036160736734,0,8.2,0,0.014600000002731879,0,196061.86666666667,222,131,2.8666666666666667,3.1333333333333333,265,215,0.000290975,154506.66666666666,421015.4666666667
1691391397,0.17399999983608716,2.2,3.06,2.56,26.37674035835128,0.5718504840115612,0.3260974987061316,4.466666666666667,3.933333333333333,0.011066666666495924,0.003933333333892127,170939.73333333334,31129.6,218,101,1.6,3.066666666666667,261,211,0.000324798,4630798.933333334,491227.73333333334
1691391517,0.17283333328862982,1.75,2.6,2.45,30.513014004869387,0.5718550523590946,0.32643176467167523,0,0.4666666666666667,0,0.0002000000017384688,0,6826.666666666667,227,184,1.6666666666666667,3.066666666666667,275,222,0.000295899,143450.13333333333,402624
1691391637,0.3928333334624766,1.98,2.34,2.37,27.021253799941036,0.5718592319110933,0.32654796031950406,0,0.8,0,0.0002666666715716322,0,19660.8,233,183,7.133333333333334,3.4,277,224,0.000331377,3131276.8,5617852.8
1691391757,0.3465833332389592,2.68,2.59,2.47,27.132811478018425,0.5735338714781928,0.326997195251004,0.06666666666666667,19.066666666666666,0.00006666666789290805,0.18619999999646097,273.06666666666666,3883281.066666667,224,118,1.9333333333333333,3.066666666666667,267,215,0.000484127,2109522.6666666665,462180.26666666666
