parseDataReportFlag ok,infra.grpc.invoker,get metadata from header,parse metadata,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,superiorAndDeputy empty,message,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,GetSupervisorPosition success,timestamp,unknown
5185,5185,5185,5185,2040,24,186,24,24,148,24,122,122,118,2040,38,24,24,24,186,38,30,30,6,4,6,6,6,6,2,2,2,0,2023-11-18 19:30:00,0
5164,5164,5164,5166,2030,22,181,22,22,144,22,121,121,119,2030,37,22,22,22,181,37,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 19:32:00,4
5167,5167,5167,5166,2032,24,278,24,24,145,24,119,119,118,2032,133,24,24,24,278,133,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 19:34:00,0
5174,5174,5174,5175,2034,24,184,24,24,146,24,120,120,120,2034,38,24,24,24,184,38,28,28,4,0,4,4,4,3,2,2,2,0,2023-11-18 19:36:00,1
5181,5181,5181,5179,2034,24,190,24,24,148,24,120,120,118,2034,42,24,24,24,190,42,30,30,6,2,6,6,6,5,2,2,2,0,2023-11-18 19:38:00,1
5179,5179,5179,5180,2036,24,184,24,24,144,24,122,122,119,2036,40,24,24,24,184,40,27,27,3,2,3,3,3,3,2,2,2,1,2023-11-18 19:40:00,0
5159,5159,5159,5158,2026,24,182,24,24,145,24,123,123,120,2026,37,24,24,24,182,37,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-18 19:42:00,0
5178,5178,5178,5179,2031,24,191,24,24,145,24,122,122,119,2031,46,24,24,24,191,46,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-18 19:44:00,0
5183,5183,5183,5183,2038,24,187,24,24,147,24,123,123,118,2038,40,24,24,24,187,40,30,30,6,4,6,6,6,6,2,2,2,1,2023-11-18 19:46:00,0
5166,5166,5166,5165,2033,24,177,24,24,145,24,120,120,119,2033,32,24,24,24,177,32,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 19:48:00,15
5168,5168,5168,5169,2032,24,177,24,24,145,24,120,120,118,2032,32,24,24,24,177,32,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 19:50:00,14
5140,5140,5140,5139,2022,24,186,24,24,146,24,119,119,118,2022,40,24,24,24,186,40,30,30,6,1,6,6,6,6,2,2,2,0,2023-11-18 19:52:00,5
5190,5190,5190,5190,2038,24,193,24,24,145,24,120,120,118,2038,48,24,24,24,193,48,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-18 19:54:00,0
5178,5178,5178,5180,2030,24,188,24,24,145,24,120,120,118,2030,43,24,24,24,188,43,27,27,3,1,3,3,3,2,2,2,2,1,2023-11-18 19:56:00,4
5174,5174,5174,5172,2033,24,185,24,24,146,24,119,119,119,2033,39,24,24,24,185,39,28,28,4,0,4,4,4,3,2,2,2,0,2023-11-18 19:58:00,1
5177,5177,5177,5177,2039,24,277,24,24,144,24,120,120,118,2039,133,24,24,24,277,133,27,27,3,0,3,3,3,3,2,2,2,2,2023-11-18 20:00:00,0
5172,5172,5172,5173,2030,24,187,24,24,145,24,121,121,119,2030,42,24,24,24,187,42,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 20:02:00,0
5170,5170,5170,5169,2039,24,168,24,24,142,24,121,121,118,2039,26,24,24,24,168,26,24,24,0,1,0,0,0,0,2,2,2,2,2023-11-18 20:04:00,2
5176,5176,5176,5176,2036,24,177,24,24,141,24,122,122,119,2036,36,24,24,24,177,36,24,24,0,1,0,0,0,0,2,2,2,2,2023-11-18 20:06:00,0
5173,5173,5173,5174,2032,22,182,22,22,142,22,123,123,119,2032,40,22,22,22,182,40,24,24,0,3,0,0,0,0,2,2,2,1,2023-11-18 20:08:00,3
5160,5160,5160,5159,2033,24,169,24,24,142,24,120,120,119,2033,27,24,24,24,169,27,24,24,0,1,0,0,0,0,2,2,2,0,2023-11-18 20:10:00,0
5178,5178,5178,5178,2042,24,174,24,24,141,24,120,120,118,2042,33,24,24,24,174,33,24,24,0,2,0,0,0,0,2,2,2,0,2023-11-18 20:12:00,0
5183,5183,5183,5183,2043,24,172,24,24,142,24,122,122,119,2043,30,24,24,24,172,30,24,24,0,2,0,0,0,0,2,2,2,1,2023-11-18 20:14:00,2
5115,5115,5115,5116,2020,24,162,24,24,141,24,118,118,117,2020,21,24,24,24,162,21,24,24,0,1,0,0,0,0,2,2,2,0,2023-11-18 20:16:00,0
5170,5170,5170,5169,2033,24,176,24,24,145,24,121,121,119,2033,31,24,24,24,176,31,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 20:18:00,2
5188,5188,5188,5189,2037,24,296,24,24,144,24,119,119,118,2037,152,24,24,24,296,152,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 20:20:00,0
5169,5169,5169,5168,2030,24,184,24,24,145,24,120,120,119,2030,39,24,24,24,184,39,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 20:22:00,0
5172,5172,5172,5173,2033,24,184,24,24,147,24,121,121,120,2033,37,24,24,24,184,37,30,30,6,0,6,6,6,6,2,2,2,1,2023-11-18 20:24:00,0
5181,5181,5181,5180,2038,24,238,24,24,146,24,121,121,119,2038,92,24,24,24,238,41,28,28,4,1,4,3,3,3,2,2,2,1,2023-11-18 20:26:00,52
5180,5180,5180,5180,2035,24,188,24,24,145,24,119,119,118,2035,43,24,24,24,188,43,27,27,3,0,3,3,3,3,2,2,2,1,2023-11-18 20:28:00,0
5187,5187,5187,5187,2042,24,185,24,24,146,24,123,123,119,2042,39,24,24,24,185,39,28,28,4,4,4,4,4,3,2,2,2,0,2023-11-18 20:30:00,13
5183,5183,5183,5183,2036,24,191,24,24,147,24,120,120,118,2036,44,24,24,24,191,44,30,30,6,1,6,6,6,5,2,2,2,1,2023-11-18 20:32:00,1
5174,5174,5174,5175,2036,24,179,24,24,145,24,121,121,119,2036,34,24,24,24,179,34,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 20:34:00,2
5192,5192,5192,5191,2044,24,189,24,24,145,24,119,119,118,2044,44,24,24,24,189,44,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 20:36:00,2
5122,5122,5122,5123,2015,24,179,24,24,145,24,118,118,118,2015,34,24,24,24,179,34,29,29,6,0,6,6,6,6,2,2,2,0,2023-11-18 20:38:00,0
5170,5170,5170,5169,2029,22,189,22,22,145,22,119,119,118,2029,44,22,22,22,189,44,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 20:40:00,0
5157,5157,5157,5157,2033,24,171,24,24,145,24,121,121,119,2033,26,24,24,24,171,26,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-18 20:42:00,0
5163,5163,5163,5164,2033,24,174,24,24,144,24,120,120,118,2033,30,24,24,24,174,30,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-18 20:44:00,0
5178,5178,5178,5178,2038,24,184,24,24,148,24,122,122,119,2038,36,24,24,24,184,36,30,30,6,2,6,6,6,6,2,2,2,1,2023-11-18 20:46:00,0
5171,5171,5171,5170,2042,24,168,24,24,145,24,119,119,118,2042,23,24,24,24,168,23,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 20:48:00,0
5191,5191,5191,5192,2038,24,192,24,24,145,24,121,121,119,2038,47,24,24,24,192,47,28,28,4,1,4,4,4,2,2,2,2,1,2023-11-18 20:50:00,2
5175,5175,5175,5174,2041,24,174,24,24,145,24,120,120,118,2041,29,24,24,24,174,29,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 20:52:00,0
5180,5180,5180,5180,2041,24,184,24,24,148,24,120,120,119,2041,36,24,24,24,184,36,30,30,6,1,6,6,6,6,2,2,2,0,2023-11-18 20:54:00,0
5177,5177,5177,5178,2041,24,180,24,24,145,24,120,120,119,2041,35,24,24,24,180,35,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 20:56:00,0
5156,5156,5156,5156,2029,24,169,24,24,144,24,119,119,119,2029,25,24,24,24,169,25,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 20:58:00,2
5136,5136,5136,5136,2020,24,187,24,24,147,24,119,119,117,2020,40,24,24,24,187,40,30,30,6,2,6,6,6,6,2,2,2,0,2023-11-18 21:00:00,4
5151,5151,5151,5151,2026,24,175,24,24,145,24,120,120,119,2026,30,24,24,24,175,30,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 21:02:00,0
5166,5166,5166,5165,2030,24,177,24,24,144,24,121,121,119,2030,33,24,24,24,177,33,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-18 21:04:00,2
5188,5188,5188,5188,2034,24,194,24,24,145,24,121,121,120,2034,49,24,24,24,194,49,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 21:06:00,0
5178,5178,5178,5178,2045,24,182,24,24,148,24,118,118,118,2045,34,24,24,24,182,34,30,30,6,0,6,6,6,5,2,2,2,0,2023-11-18 21:08:00,1
5180,5180,5180,5180,2039,24,180,24,24,145,24,119,119,118,2039,35,24,24,24,180,35,28,28,4,1,4,4,4,3,2,2,2,0,2023-11-18 21:10:00,1
5162,5162,5162,5162,2036,24,169,24,24,145,24,123,123,119,2036,24,24,24,24,169,24,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-18 21:12:00,0
5170,5170,5170,5171,2032,24,183,24,24,145,24,119,119,118,2032,38,24,24,24,183,38,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 21:14:00,2
5170,5170,5170,5169,2037,22,179,22,22,147,22,123,123,120,2037,32,22,22,22,179,32,30,30,6,2,6,6,6,6,2,2,2,1,2023-11-18 21:16:00,0
5177,5177,5177,5178,2042,24,172,24,24,145,24,121,121,118,2042,27,24,24,24,172,27,27,27,3,2,3,3,3,3,2,2,2,1,2023-11-18 21:18:00,0
5183,5183,5183,5182,2043,24,180,24,24,145,24,120,120,119,2043,35,24,24,24,180,35,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 21:20:00,0
5168,5168,5168,5168,2030,24,189,24,24,147,24,119,119,118,2030,42,24,24,24,189,42,30,30,6,1,6,6,6,6,2,2,2,0,2023-11-18 21:22:00,2
5142,5142,5142,5142,2020,24,186,24,24,144,24,120,120,118,2020,42,24,24,24,186,42,27,27,3,0,3,3,3,3,2,2,2,2,2023-11-18 21:24:00,0
5168,5168,5168,5168,2033,24,236,24,24,146,24,118,118,118,2033,90,24,24,24,236,39,28,28,4,0,4,3,3,3,2,2,2,0,2023-11-18 21:26:00,52
5173,5173,5173,5173,2039,24,177,24,24,145,24,120,120,119,2039,32,24,24,24,177,32,28,28,4,1,4,4,4,2,2,2,2,0,2023-11-18 21:28:00,2
5175,5175,5175,5176,2029,24,294,24,24,148,24,120,120,118,2029,146,24,24,24,294,146,30,30,6,1,6,6,6,6,2,2,2,1,2023-11-18 21:30:00,0
5176,5176,5176,5175,2031,24,190,24,24,145,24,121,121,119,2031,45,24,24,24,190,45,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 21:32:00,0
5172,5172,5172,5172,2036,24,179,24,24,144,24,120,120,119,2036,35,24,24,24,179,35,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 21:34:00,0
5169,5169,5169,5169,2034,24,178,24,24,145,24,120,120,119,2034,33,24,24,24,178,33,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 21:36:00,2
5178,5178,5178,5178,2042,24,182,24,24,148,24,120,120,118,2042,34,24,24,24,182,34,30,30,6,2,6,6,6,6,2,2,2,0,2023-11-18 21:38:00,0
5184,5184,5184,5185,2036,24,187,24,24,144,24,123,123,119,2036,43,24,24,24,187,43,27,27,3,1,3,3,3,3,2,2,2,3,2023-11-18 21:40:00,0
5166,5166,5166,5165,2034,24,176,24,24,145,24,119,119,118,2034,31,24,24,24,176,31,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 21:42:00,0
5180,5180,5180,5181,2038,24,188,24,24,148,24,121,121,118,2038,40,24,24,24,188,40,30,30,6,3,6,6,6,6,2,2,2,0,2023-11-18 21:44:00,0
5127,5127,5127,5127,2018,24,174,24,24,143,24,121,121,118,2018,31,24,24,24,174,31,27,27,3,1,3,3,3,2,2,2,2,2,2023-11-18 21:46:00,3
5184,5184,5184,5183,2035,22,193,22,22,146,22,120,120,118,2035,47,22,22,22,193,47,28,28,4,2,4,4,4,3,2,2,2,0,2023-11-18 21:48:00,1
5173,5173,5173,5174,2042,24,172,24,24,145,24,119,119,119,2042,27,24,24,24,172,27,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 21:50:00,0
5162,5162,5162,5162,2035,24,174,24,24,148,24,118,118,118,2035,26,24,24,24,174,26,30,30,6,0,6,6,6,6,2,2,2,0,2023-11-18 21:52:00,0
5172,5172,5172,5171,2032,24,183,24,24,144,24,121,121,119,2032,39,24,24,24,183,39,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 21:54:00,0
5175,5175,5175,5175,2039,24,182,24,24,145,24,119,119,118,2039,37,24,24,24,182,37,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 21:56:00,0
5176,5176,5176,5177,2035,24,184,24,24,145,24,119,119,119,2035,39,24,24,24,184,39,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 21:58:00,0
5157,5157,5157,5156,2028,24,178,24,24,147,24,120,120,118,2028,31,24,24,24,178,31,30,30,6,1,6,6,6,6,2,2,2,1,2023-11-18 22:00:00,0
5162,5162,5162,5162,2031,24,180,24,24,145,24,119,119,119,2031,35,24,24,24,180,35,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 22:02:00,0
5182,5182,5182,5182,2039,24,182,24,24,145,24,123,123,119,2039,37,24,24,24,182,37,28,28,4,3,4,4,4,3,2,2,2,1,2023-11-18 22:04:00,5
5175,5175,5175,5175,2035,24,184,24,24,148,24,119,119,119,2035,36,24,24,24,184,36,30,30,6,0,6,6,6,5,2,2,2,0,2023-11-18 22:06:00,3
5181,5181,5181,5181,2042,24,183,24,24,145,24,120,120,119,2042,38,24,24,24,183,38,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 22:08:00,0
5140,5140,5140,5140,2021,24,281,24,24,144,24,120,120,118,2021,137,24,24,24,281,137,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 22:10:00,4
5173,5173,5173,5173,2038,24,182,24,24,144,24,118,118,118,2038,38,24,24,24,182,38,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 22:12:00,0
5170,5170,5170,5171,2032,24,185,24,24,148,24,122,122,119,2032,37,24,24,24,185,37,30,30,6,2,6,6,6,6,2,2,2,1,2023-11-18 22:14:00,0
5164,5164,5164,5164,2037,24,169,24,24,145,24,120,120,118,2037,24,24,24,24,169,24,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 22:16:00,0
5172,5172,5172,5171,2034,24,176,24,24,144,24,123,123,120,2034,32,24,24,24,176,32,27,27,3,1,3,3,3,3,2,2,2,2,2023-11-18 22:18:00,0
5175,5175,5175,5175,2035,24,187,24,24,145,24,118,118,118,2035,42,24,24,24,187,42,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 22:20:00,0
5153,5153,5153,5154,2032,24,178,24,24,148,24,120,120,118,2032,30,24,24,24,178,30,30,30,6,1,6,6,6,6,2,2,2,1,2023-11-18 22:22:00,0
5164,5164,5164,5164,2032,22,176,22,22,144,22,121,121,119,2032,32,22,22,22,176,32,27,27,3,1,3,3,3,2,2,2,2,1,2023-11-18 22:24:00,1
5181,5181,5181,5180,2033,24,247,24,24,147,24,119,119,118,2033,100,24,24,24,247,49,29,29,5,1,5,4,4,3,2,2,2,0,2023-11-18 22:26:00,55
5173,5173,5173,5174,2033,24,189,24,24,148,24,120,120,119,2033,41,24,24,24,189,41,30,30,6,0,6,6,6,6,2,2,2,1,2023-11-18 22:28:00,0
5163,5163,5163,5163,2030,24,179,24,24,144,24,120,120,118,2030,35,24,24,24,179,35,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-18 22:30:00,0
5196,5196,5196,5195,2040,24,196,24,24,145,24,119,119,119,2040,51,24,24,24,196,51,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 22:32:00,0
5139,5139,5139,5139,2024,24,182,24,24,144,24,120,120,117,2024,38,24,24,24,182,38,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-18 22:34:00,0
5178,5178,5178,5178,2039,24,182,24,24,147,24,121,121,119,2039,35,24,24,24,182,35,30,30,6,1,6,6,6,6,2,2,2,1,2023-11-18 22:36:00,2
5171,5171,5171,5171,2040,24,178,24,24,145,24,120,120,118,2040,33,24,24,24,178,33,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-18 22:38:00,0
5169,5169,5169,5171,2032,24,177,24,24,145,24,121,121,119,2032,32,24,24,24,177,32,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 22:40:00,0
5161,5161,5161,5160,2031,24,175,24,24,145,24,121,121,119,2031,30,24,24,24,175,30,28,28,4,2,4,4,4,3,2,2,2,0,2023-11-18 22:42:00,3
5174,5174,5174,5174,2038,24,183,24,24,148,24,120,120,119,2038,35,24,24,24,183,35,30,30,6,1,6,6,6,5,2,2,2,0,2023-11-18 22:44:00,1
5167,5167,5167,5166,2033,24,176,24,24,145,24,121,121,120,2033,31,24,24,24,176,31,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 22:46:00,0
5182,5182,5182,5183,2037,24,192,24,24,144,24,119,119,118,2037,48,24,24,24,192,48,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 22:48:00,0
5183,5183,5183,5182,2038,24,188,24,24,148,24,119,119,119,2038,40,24,24,24,188,40,30,30,6,0,6,6,6,6,2,2,2,0,2023-11-18 22:50:00,0
5153,5153,5153,5154,2032,24,169,24,24,145,24,118,118,118,2032,24,24,24,24,169,24,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 22:52:00,0
5181,5181,5181,5180,2039,24,181,24,24,145,24,120,120,119,2039,36,24,24,24,181,36,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 22:54:00,0
5131,5131,5131,5131,2020,22,179,22,22,143,22,118,118,117,2020,36,22,22,22,179,36,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 22:56:00,0
5149,5149,5149,5150,2029,24,167,24,24,148,24,121,121,119,2029,19,24,24,24,167,19,30,30,6,1,6,6,6,6,2,2,2,1,2023-11-18 22:58:00,0
5174,5174,5174,5174,2031,24,184,24,24,145,24,121,121,119,2031,39,24,24,24,184,39,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-18 23:00:00,0
5151,5151,5151,5150,2024,24,179,24,24,145,24,119,119,119,2024,34,24,24,24,179,34,28,28,4,0,4,4,4,2,2,2,2,0,2023-11-18 23:02:00,2
5189,5189,5189,5189,2040,24,290,24,24,145,24,122,122,118,2040,145,24,24,24,290,145,27,27,3,4,3,3,3,3,2,2,2,0,2023-11-18 23:04:00,2
5172,5172,5172,5173,2034,24,185,24,24,148,24,120,120,119,2034,37,24,24,24,185,37,30,30,6,0,6,6,6,6,2,2,2,1,2023-11-18 23:06:00,0
5170,5170,5170,5169,2034,24,181,24,24,144,24,119,119,118,2034,37,24,24,24,181,37,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 23:08:00,2
5187,5187,5187,5189,2037,24,191,24,24,145,24,121,121,119,2037,46,24,24,24,191,46,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 23:10:00,2
5185,5185,5185,5183,2040,24,190,24,24,148,24,118,118,118,2040,42,24,24,24,190,42,30,30,6,0,6,6,6,6,2,2,2,0,2023-11-18 23:12:00,2
5161,5161,5161,5163,2034,24,173,24,24,144,24,120,120,119,2034,29,24,24,24,173,29,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 23:14:00,2
5181,5181,5181,5180,2036,24,182,24,24,145,24,120,120,118,2036,37,24,24,24,182,37,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-18 23:16:00,2
5187,5187,5187,5186,2043,24,184,24,24,145,24,122,122,119,2043,39,24,24,24,184,39,27,27,3,2,3,3,3,3,2,2,2,1,2023-11-18 23:18:00,0
5133,5133,5133,5133,2018,24,183,24,24,147,24,122,122,118,2018,36,24,24,24,183,36,30,30,6,2,6,6,6,5,2,2,2,2,2023-11-18 23:20:00,1
5166,5166,5166,5167,2034,24,183,24,24,145,24,120,120,119,2034,38,24,24,24,183,38,28,28,4,0,4,4,4,3,2,2,2,1,2023-11-18 23:22:00,3
5194,5194,5194,5193,2042,24,188,24,24,145,24,122,122,118,2042,43,24,24,24,188,43,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-18 23:24:00,0
5191,5191,5191,5191,2046,24,237,24,24,145,24,121,121,120,2046,92,24,24,24,237,41,28,28,4,0,4,3,3,3,2,2,2,1,2023-11-18 23:26:00,52
5153,5153,5153,5153,2032,24,168,24,24,148,24,120,120,118,2032,20,24,24,24,168,20,30,30,6,1,6,6,6,6,2,2,2,1,2023-11-18 23:28:00,0
5185,5185,5185,5185,2047,24,178,24,24,145,24,120,120,119,2047,33,24,24,24,178,33,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 23:30:00,2
5178,5178,5178,5179,2044,24,173,24,24,144,24,121,121,118,2044,29,24,24,24,173,29,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-18 23:32:00,0
5163,5163,5163,5163,2036,22,176,22,22,148,22,120,120,119,2036,28,22,22,22,176,28,30,30,6,1,6,6,6,6,2,2,2,0,2023-11-18 23:34:00,0
5191,5191,5191,5190,2041,24,192,24,24,145,24,119,119,118,2041,47,24,24,24,192,47,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-18 23:36:00,0
5165,5165,5165,5166,2035,24,173,24,24,144,24,120,120,118,2035,29,24,24,24,173,29,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-18 23:38:00,0
5193,5193,5193,5193,2047,24,187,24,24,146,24,122,122,119,2047,41,24,24,24,187,41,28,28,4,3,4,4,4,2,2,2,2,0,2023-11-18 23:40:00,2
5160,5160,5160,5160,2030,24,181,24,24,148,24,119,119,118,2030,33,24,24,24,181,33,30,30,6,1,6,6,6,6,2,2,2,0,2023-11-18 23:42:00,4
5130,5130,5130,5130,2017,24,181,24,24,143,24,119,119,118,2017,38,24,24,24,181,38,27,27,3,0,3,3,3,3,2,2,2,1,2023-11-18 23:44:00,10
5177,5177,5177,5176,2041,24,178,24,24,145,24,121,121,119,2041,33,24,24,24,178,33,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-18 23:46:00,0
5176,5176,5176,5176,2036,24,175,24,24,145,24,122,122,119,2036,30,24,24,24,175,30,27,27,3,2,3,3,3,3,2,2,2,1,2023-11-18 23:48:00,2
5179,5179,5179,5179,2036,24,287,24,24,148,24,124,124,118,2036,139,24,24,24,287,139,30,30,6,6,6,6,6,6,2,2,2,0,2023-11-18 23:50:00,2
5179,5179,5179,5179,2039,24,186,24,24,144,24,119,119,119,2039,42,24,24,24,186,42,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 23:52:00,2
5160,5160,5160,5162,2032,24,178,24,24,145,24,119,119,119,2032,33,24,24,24,178,33,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-18 23:54:00,0
5171,5171,5171,5170,2032,24,183,24,24,148,24,122,122,119,2032,35,24,24,24,183,35,30,30,6,2,6,6,6,6,2,2,2,1,2023-11-18 23:56:00,0
5183,5183,5183,5182,2038,24,187,24,24,144,24,120,120,118,2038,43,24,24,24,187,43,27,27,3,2,3,3,3,2,2,2,2,0,2023-11-18 23:58:00,1
5183,5183,5183,5183,2036,24,190,24,24,146,24,120,120,119,2036,44,24,24,24,190,44,28,28,4,1,4,4,4,3,2,2,2,0,2023-11-19 00:00:00,1
5164,5163,5164,5164,2028,24,190,24,24,145,24,119,119,118,2028,45,24,24,24,190,45,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-19 00:02:00,0
5168,5168,5168,5168,2034,24,182,24,24,147,24,120,120,119,2034,35,24,24,24,182,35,30,30,6,1,6,6,6,6,2,2,2,0,2023-11-19 00:04:00,0
5175,5175,5175,5177,2040,24,180,24,24,145,24,120,120,118,2040,35,24,24,24,180,35,27,27,3,2,3,3,3,3,2,2,2,0,2023-11-19 00:06:00,0
5128,5128,5128,5127,2017,22,177,22,22,143,22,120,120,119,2017,34,22,22,22,177,34,26,26,3,1,3,3,3,3,2,2,2,0,2023-11-19 00:08:00,0
5167,5167,5167,5166,2038,24,176,24,24,144,24,118,118,118,2038,32,24,24,24,176,32,27,27,3,0,3,3,3,3,2,2,2,0,2023-11-19 00:10:00,0
5171,5171,5171,5171,2034,24,183,24,24,148,24,120,120,120,2034,35,24,24,24,183,35,30,30,6,0,6,6,6,6,2,2,2,0,2023-11-19 00:12:00,2
5163,5163,5163,5163,2030,24,278,24,24,145,24,119,119,118,2030,133,24,24,24,278,133,27,27,3,1,3,3,3,3,2,2,2,0,2023-11-19 00:14:00,0
5167,5167,5167,5170,2033,24,183,24,24,145,24,120,120,119,2033,38,24,24,24,183,38,28,28,4,1,4,4,4,3,2,2,2,0,2023-11-19 00:16:00,1
5159,5159,5159,5157,2028,24,182,24,24,148,24,121,121,119,2028,34,24,24,24,182,34,30,30,6,2,6,6,6,5,2,2,2,0,2023-11-19 00:18:00,1
5171,5171,5171,5170,2036,24,174,24,24,145,24,124,124,120,2036,29,24,24,24,174,29,27,27,3,4,3,3,3,3,2,2,2,0,2023-11-19 00:20:00,0
5176,5176,5176,5177,2029,24,195,24,24,144,24,123,123,120,2029,51,24,24,24,195,51,27,27,3,2,3,3,3,3,2,2,2,1,2023-11-19 00:22:00,0
5171,5171,5171,5170,2032,24,179,24,24,145,24,122,122,118,2032,34,24,24,24,179,34,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-19 00:24:00,2
5169,5169,5169,5169,2036,24,234,24,24,149,24,119,119,119,2036,85,24,24,24,234,34,31,31,7,0,7,6,6,6,2,2,2,0,2023-11-19 00:26:00,54
5156,5156,5156,5156,2029,24,175,24,24,144,24,120,120,118,2029,31,24,24,24,175,31,27,27,3,1,3,3,3,3,2,2,2,1,2023-11-19 00:28:00,0
5162,5162,5162,5162,2030,24,275,24,24,238,24,121,121,119,2030,37,24,24,24,275,37,120,120,3,2,3,3,3,3,2,2,2,0,2023-11-19 00:30:00,198
5129,5129,5129,5129,2015,24,298,24,24,254,24,118,118,117,2015,44,24,24,24,298,44,137,137,3,1,3,3,3,3,2,2,2,0,2023-11-19 00:32:00,278
5177,5177,5177,5177,2038,24,261,24,24,220,24,121,121,119,2038,41,24,24,24,261,41,103,103,6,2,6,6,6,6,2,2,2,0,2023-11-19 00:34:00,146
5176,5176,5176,5176,2035,24,231,24,24,188,24,118,118,118,2035,43,24,24,24,231,43,70,70,3,0,3,3,3,2,2,2,2,0,2023-11-19 00:36:00,87
5162,5162,5162,5162,2032,24,179,24,24,146,24,120,120,118,2032,33,24,24,24,179,33,28,28,4,2,4,4,4,3,2,2,2,0,2023-11-19 00:38:00,1
